STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
296380,99999, 20130412,   33.2, 8,   15.9, 8, 1023.6, 8, 1006.8, 8,  18.0, 8,   8.5, 8,  11.7, 999.9,   38.7 ,  28.9*, 0.00F,  7.9, 000000,
296380,99999, 20130413,   37.6, 8,   22.2, 8, 1012.5, 8,  996.1, 8,  13.7, 8,   6.3, 8,   9.7, 999.9,   46.4 ,  27.5 , 0.00F,  4.7, 000000,
296380,99999, 20130414,   36.2, 8,   18.4, 8, 1021.0, 8, 1004.3, 8,  17.9, 8,   8.3, 8,  11.7, 999.9,   43.2 ,  29.7 , 0.00F,  3.9, 000000,
296380,99999, 20130415,   34.2, 8,   15.3, 8, 1024.8, 8, 1008.0, 8,  16.8, 8,   8.5, 8,  11.7, 999.9,   41.0 ,  27.7*, 0.00E,  2.4, 000000,
296380,99999, 20130416,   32.9, 8,   16.2, 8, 1023.6, 8, 1006.8, 8,  17.2, 8,   7.8, 8,  11.7, 999.9,   40.1 ,  25.0 , 0.00E,  1.2, 000000,
296380,99999, 20130417,   35.8, 8,   18.0, 8, 1012.9, 8,  996.4, 8,  14.0, 8,   2.2, 8,   3.9, 999.9,   45.0 ,  26.2 , 0.00F,  0.4, 000000,
296380,99999, 20130418,   34.4, 8,   32.4, 8, 1012.3, 8,  995.7, 8,   7.6, 8,   3.4, 8,   5.8, 999.9,   38.7 ,  28.4 , 0.04F,  1.2, 011000,
296380,99999, 20130419,   37.2, 8,   33.5, 8, 1016.5, 8, 1000.0, 8,  10.4, 8,   4.9, 8,   5.8, 999.9,   44.8 ,  30.2 , 0.03F,999.9, 010000,
296380,99999, 20130420,   35.7, 8,   31.4, 8, 1016.9, 8, 1000.3, 8,  11.1, 8,   3.9, 8,   5.8, 999.9,   42.4 ,  29.7*, 0.08F,999.9, 011100,
296380,99999, 20130421,   37.2, 8,   32.7, 8, 1015.5, 8,  999.0, 8,   9.3, 8,   4.6, 8,   7.8, 999.9,   44.6 ,  28.8 , 0.00F,999.9, 010000,
296380,99999, 20130422,   45.5, 8,   37.0, 8, 1018.9, 8, 1002.5, 8,  10.2, 8,   6.3, 8,   9.7, 999.9,   55.4 ,  34.7 , 0.00F,999.9, 100000,
296380,99999, 20130423,   49.6, 7,   36.5, 7, 1014.4, 7,  998.2, 7,  14.5, 7,   6.1, 7,  11.7, 999.9,   63.7*,  42.4 , 0.01E,999.9, 010000,
296380,99999, 20130424,   57.9, 8,   41.2, 8, 1004.9, 8,  989.2, 8,  15.6, 8,   7.5, 8,  11.7, 999.9,   71.6 ,  37.6 , 0.00F,999.9, 010000,
296380,99999, 20130425,   46.2, 8,   39.5, 8, 1009.0, 8,  992.8, 8,  12.0, 8,   8.3, 8,  11.7, 999.9,   56.7 ,  35.4*, 0.00F,999.9, 010000,
296380,99999, 20130426,   43.1, 8,   28.9, 8, 1018.7, 8, 1002.3, 8,  15.1, 8,   4.6, 8,   7.8, 999.9,   53.2 ,  31.6*, 0.00E,999.9, 000000,
296380,99999, 20130427,   49.9, 8,   35.9, 8, 1017.2, 8, 1001.1, 8,  10.2, 8,   4.6, 8,   9.7, 999.9,   63.0 ,  29.8 , 0.00F,999.9, 010000,
296380,99999, 20130428,   54.6, 8,   42.5, 8, 1011.5, 8,  995.6, 8,  13.5, 8,   9.5, 8,  13.6, 999.9,   69.1 ,  38.8 , 0.03F,999.9, 010000,
296380,99999, 20130429,   47.4, 7,   40.5, 7, 1008.3, 7,  992.4, 7,  11.4, 7,  10.5, 7,  15.5, 999.9,   51.3 ,  44.4 , 0.16F,999.9, 010010,
296380,99999, 20130430,   50.4, 8,   44.6, 8, 1007.2, 8,  991.4, 8,  11.1, 8,  13.4, 8,  17.5, 999.9,   63.1 ,  41.4*, 0.36F,999.9, 011000,
296380,99999, 20130501,   42.9, 8,   34.5, 8, 1021.8, 8, 1005.6, 8,  13.9, 8,   7.8, 8,  13.6,  23.3,   46.2*,  39.6 , 0.13F,999.9, 010000,
296380,99999, 20130502,   45.2, 8,   38.6, 8, 1012.0, 8,  996.0, 8,  13.4, 8,   7.3, 8,  11.7,  19.4,   48.0*,  38.5 , 0.20E,999.9, 010010,
296380,99999, 20130503,   48.8, 8,   36.5, 8, 1010.1, 8,  994.3, 8,  17.4, 8,   5.6, 8,   9.7, 999.9,   55.2*,  36.3 , 0.01E,999.9, 000000,
296380,99999, 20130504,   46.8, 8,   30.9, 8, 1013.2, 8,  997.3, 8,  15.2, 8,   9.0, 8,  13.6,  21.4,   54.3*,  41.0 , 0.01E,999.9, 010000,
296380,99999, 20130505,   42.1, 8,   37.5, 8, 1010.3, 8,  994.2, 8,  14.5, 8,   8.3, 8,  15.5,  27.2,   48.2*,  36.5*, 0.16E,999.9, 010010,
296380,99999, 20130506,   43.0, 8,   35.9, 8, 1022.1, 8, 1005.8, 8,  17.9, 8,   5.3, 8,  11.7, 999.9,   50.9*,  33.4 , 0.01E,999.9, 000000,
296380,99999, 20130507,   54.4, 8,   38.1, 8, 1015.5, 8,  999.7, 8,  13.2, 8,  11.2, 8,  17.5,  25.3,   62.4*,  34.7 ,99.99 ,999.9, 010000,
296380,99999, 20130508,   56.6, 8,   42.2, 8, 1012.8, 8,  997.1, 8,  18.6, 8,   8.5, 8,   9.7,  23.3,   73.8*,  41.7*, 0.04E,999.9, 010010,
296380,99999, 20130509,   66.4, 8,   41.3, 8, 1000.9, 8,  985.7, 8,  16.6, 8,   9.2, 8,  13.6,  21.4,   78.3*,  40.1 , 0.04E,999.9, 000000,
296380,99999, 20130510,   47.5, 8,   39.0, 8, 1001.5, 8,  985.7, 8,  14.6, 8,  11.9, 8,  15.5,  33.0,   58.1*,  36.5*, 0.20E,999.9, 010000,
296380,99999, 20130511,   41.1, 8,   32.3, 8, 1013.1, 8,  997.0, 8,  15.5, 8,   7.3, 8,  11.7,  21.4,   46.8*,  34.7 , 0.16F,999.9, 011100,
296380,99999, 20130512,   38.5, 8,   34.3, 8, 1003.7, 8,  987.7, 8,  13.0, 8,  11.2, 8,  17.5,  29.1,   41.7*,  33.3*, 0.63F,999.9, 011000,
296380,99999, 20130513,   34.2, 8,   27.6, 8, 1015.4, 8,  999.0, 8,  11.3, 8,   7.3, 8,  13.6,  23.3,   37.8*,  31.6 , 0.01E,999.9, 001000,
296380,99999, 20130514,   44.4, 8,   34.5, 8, 1016.1, 8, 1000.0, 8,  13.6, 8,   4.6, 8,   7.8, 999.9,   51.6*,  30.2 , 0.08E,999.9, 010000,
296380,99999, 20130515,   48.3, 8,   33.7, 8, 1008.5, 8,  992.7, 8,  15.5, 8,   9.2, 8,  11.7,  21.4,   57.2*,  36.5*,99.99 ,999.9, 010000,
296380,99999, 20130516,   45.1, 8,   26.8, 8, 1015.1, 8,  999.1, 8,  15.8, 8,   6.3, 8,   9.7,  21.4,   51.8*,  34.9 , 0.00I,999.9, 000000,
296380,99999, 20130517,   43.4, 8,   28.0, 8, 1014.3, 8,  998.2, 8,  16.4, 8,   6.6, 8,   9.7,  21.4,   51.8*,  33.3*, 0.00I,999.9, 000000,
296380,99999, 20130518,   44.7, 8,   40.4, 8,  999.2, 8,  983.4, 8,   9.6, 8,   8.3, 8,  11.7,  21.4,   47.1*,  32.5 , 0.28E,999.9, 010000,
296380,99999, 20130519,   44.7, 8,   36.2, 8,  998.4, 8,  982.6, 8,  15.4, 8,   7.8, 8,  15.5,  25.3,   50.7*,  40.1 , 0.25F,999.9, 010000,
296380,99999, 20130520,   43.6, 8,   37.3, 8, 1004.2, 8,  988.3, 8,  14.5, 8,   4.9, 8,   9.7, 999.9,   48.9*,  36.3*,99.99 ,999.9, 010000,
296380,99999, 20130521,   45.3, 8,   36.2, 8, 1007.2, 8,  991.1, 8,  15.0, 7,   4.6, 8,   7.8,  25.3,   52.5*,  33.6 , 0.06F,999.9, 010000,
296380,99999, 20130522,   52.5, 8,   44.2, 8, 1006.8, 8,  991.0, 8,  12.7, 8,   9.7, 8,  15.5,  21.4,   62.1*,  42.4 , 0.14F,999.9, 010000,
296380,99999, 20130523,   48.9, 8,   44.4, 8, 1001.6, 8,  985.7, 8,   9.9, 8,  11.4, 8,  15.5,  27.2,   52.5*,  47.1*, 0.55F,999.9, 010000,
296380,99999, 20130524,   45.1, 8,   36.1, 8, 1013.5, 8,  997.3, 8,  14.0, 8,   7.3, 8,  11.7,  21.4,   54.3*,  32.4*, 0.16E,999.9, 010000,
296380,99999, 20130525,   40.5, 8,   22.9, 8, 1018.1, 8, 1001.7, 8,  17.7, 8,   5.1, 8,   7.8,  19.4,   48.6*,  29.8*, 0.00I,999.9, 000000,
296380,99999, 20130526,   51.0, 8,   28.1, 8, 1018.0, 8, 1002.1, 8,  22.6, 8,   6.1, 8,   9.7,  19.4,   59.7*,  28.4 , 0.00I,999.9, 000000,
296380,99999, 20130527,   62.2, 8,   39.6, 8, 1010.5, 8,  995.0, 8,  18.5, 8,   9.0, 8,  11.7,  21.4,   69.3*,  45.3 ,99.99 ,999.9, 010000,
296380,99999, 20130528,   50.9, 5,   34.2, 5, 1010.3, 5,  994.3, 5,  18.6, 5,   8.2, 5,  11.7,  23.3,   62.1*,  33.6*, 0.00I,999.9, 000000,
296380,99999, 20130529,   46.2, 8,   30.0, 8, 1016.3, 8, 1000.1, 8,  18.0, 8,   7.0, 8,  11.7,  21.4,   49.8*,  33.1 , 0.00I,999.9, 000000,
296380,99999, 20130530,   53.4, 8,   34.6, 8, 1015.1, 8,  999.1, 8,  17.4, 8,   7.0, 8,  11.7,  23.3,   62.4*,  43.7 , 0.00I,999.9, 000000,
296380,99999, 20130531,   48.9, 8,   39.7, 8, 1009.1, 8,  993.0, 8,  19.0, 8,   8.5, 8,  11.7,  21.4,   56.7*,  41.4*, 0.03E,999.9, 010000,
296380,99999, 20130601,   45.4, 8,   34.4, 8, 1011.7, 8,  995.5, 8,  20.6, 8,   4.9, 8,   7.8, 999.9,   50.7*,  37.4*,99.99 ,999.9, 010000,
296380,99999, 20130602,   40.0, 8,   27.3, 8, 1008.4, 8,  992.0, 8,  19.3, 8,   5.1, 8,   7.8, 999.9,   47.3*,  29.3*, 0.13F,999.9, 010000,
296380,99999, 20130603,   44.4, 8,   30.6, 8, 1007.6, 8,  991.4, 8,  19.3, 8,   4.4, 8,   7.8, 999.9,   52.2*,  28.0 , 0.00I,999.9, 000000,
296380,99999, 20130604,   51.7, 8,   36.9, 8, 1009.4, 8,  993.4, 8,  23.1, 8,   3.6, 8,   7.8, 999.9,   61.2*,  33.1 , 0.00I,999.9, 000000,
296380,99999, 20130605,   52.3, 8,   40.9, 8, 1012.7, 8,  996.7, 8,  16.3, 8,   4.6, 8,   7.8,  19.4,   57.2*,  44.1 , 0.01E,999.9, 010000,
296380,99999, 20130606,   54.2, 8,   40.6, 8, 1017.5, 8, 1001.5, 8,  16.2, 8,   3.6, 8,   5.8, 999.9,   64.2*,  41.7*, 0.04E,999.9, 000000,
296380,99999, 20130607,   62.9, 7,   39.4, 7, 1019.9, 7, 1004.1, 7,  21.0, 7,   4.2, 7,   7.8, 999.9,   71.4*,  40.8 , 0.00I,999.9, 000000,
296380,99999, 20130608,   69.6, 8,   46.0, 8, 1014.3, 8,  998.8, 8,  17.0, 8,   9.0, 8,  11.7,  21.4,   78.6*,  56.7 ,99.99 ,999.9, 010000,
296380,99999, 20130609,   68.7, 8,   49.5, 8, 1003.1, 8,  987.8, 8,  19.0, 8,   5.8, 8,   9.7,  19.4,   75.9*,  59.7*,99.99 ,999.9, 010000,
296380,99999, 20130610,   63.5, 8,   54.9, 8,  999.2, 8,  983.8, 8,  13.7, 8,   4.4, 8,   7.8, 999.9,   71.1*,  56.3*, 0.02E,999.9, 010000,
296380,99999, 20130611,   58.3, 8,   51.9, 8, 1002.7, 8,  987.2, 8,  19.4, 8,   4.4, 8,   9.7, 999.9,   62.4*,  49.3 , 0.51F,999.9, 010000,
296380,99999, 20130612,   58.3, 8,   54.0, 8, 1005.4, 8,  989.8, 8,  14.8, 8,   2.4, 8,   5.8,  19.4,   62.4*,  51.8 , 0.16E,999.9, 010010,
296380,99999, 20130613,   58.8, 6,   52.7, 6, 1006.9, 6,  991.3, 6,   7.0, 6,   2.9, 6,   5.8, 999.9,   65.3*,  47.7*, 0.00I,999.9, 000010,
296380,99999, 20130614,   64.0, 8,   53.1, 8, 1008.0, 8,  992.6, 8,  15.2, 8,   4.4, 8,   5.8, 999.9,   73.2*,  47.5 , 0.00I,999.9, 100000,
296380,99999, 20130615,   61.5, 8,   51.6, 8, 1009.3, 8,  994.0, 8,  17.2, 8,   9.0, 8,  13.6,  25.3,   74.7*,  46.8*,99.99 ,999.9, 010000,
296380,99999, 20130616,   51.1, 8,   42.8, 8, 1017.6, 8, 1001.8, 8,  19.7, 8,   4.4, 8,   7.8, 999.9,   59.4*,  42.3*, 0.01E,999.9, 000000,
296380,99999, 20130617,   51.2, 8,   46.9, 8, 1013.9, 7,  998.1, 7,   7.8, 8,   5.3, 8,   7.8, 999.9,   56.1*,  42.3 , 0.08E,999.9, 010000,
296380,99999, 20130618,   56.3, 8,   50.7, 8, 1011.7, 8,  995.8, 8,  18.9, 8,   3.4, 8,   7.8, 999.9,   63.5*,  48.2 , 0.16E,999.9, 010000,
296380,99999, 20130619,   63.5, 8,   52.3, 8, 1012.3, 8,  996.8, 8,  16.1, 8,   4.4, 8,   7.8,  25.3,   73.4*,  50.2 , 0.01E,999.9, 010010,
296380,99999, 20130620,   61.3, 8,   53.8, 8, 1015.1, 8,  999.3, 8,  18.6, 8,   2.9, 8,   5.8, 999.9,   69.3*,  50.9*, 0.08E,999.9, 000000,
296380,99999, 20130621,   69.4, 7,   53.9, 7, 1015.6, 7, 1000.1, 7,  21.2, 7,   4.4, 7,   7.8, 999.9,   77.4*,  50.2 , 0.00I,999.9, 000000,
296380,99999, 20130622,   71.3, 8,   55.4, 8, 1015.8, 8, 1000.4, 8,  10.9, 8,   5.6, 8,   9.7, 999.9,   81.3*,  55.0 , 0.00I,999.9, 000010,
296380,99999, 20130623,   61.0, 8,   42.5, 8, 1018.8, 8, 1003.0, 8,  19.6, 8,   7.0, 8,  11.7,  21.4,   66.9*,  51.6*, 0.00I,999.9, 000000,
296380,99999, 20130624,   56.5, 8,   40.8, 8, 1017.9, 8, 1002.0, 8,  17.1, 7,   5.6, 8,   7.8,  21.4,   65.7*,  43.2*, 0.00I,999.9, 000000,
296380,99999, 20130625,   59.2, 8,   44.6, 8, 1015.0, 8,  999.2, 8,  21.7, 8,   2.7, 8,   5.8, 999.9,   66.9*,  40.3 , 0.00I,999.9, 000000,
296380,99999, 20130626,   63.0, 8,   47.0, 8, 1010.7, 8,  995.1, 8,  19.2, 8,   2.7, 8,   5.8, 999.9,   71.4*,  50.7*, 0.00I,999.9, 000000,
296380,99999, 20130627,   61.4, 8,   42.5, 8, 1008.1, 8,  992.5, 8,  12.6, 8,   4.1, 8,   9.7,  23.3,   70.5*,  46.4*, 0.00I,999.9, 000000,
296380,99999, 20130628,   63.1, 8,   53.9, 8, 1000.6, 8,  985.1, 8,  13.4, 8,   5.1, 8,   9.7,  25.3,   74.7*,  45.7 , 0.24E,999.9, 010000,
296380,99999, 20130629,   56.2, 8,   45.7, 8, 1001.9, 8,  986.3, 8,  17.1, 8,   5.3, 8,   9.7, 999.9,   61.7*,  50.7*, 0.04E,999.9, 000000,
296380,99999, 20130630,   53.5, 8,   42.3, 8, 1005.1, 8,  989.3, 8,  16.9, 8,   4.9, 8,   5.8,  21.4,   59.7*,  47.1*,99.99 ,999.9, 010000,
296380,99999, 20130701,   51.3, 8,   46.6, 8, 1007.0, 8,  991.1, 8,  14.7, 8,   3.4, 8,   5.8, 999.9,   55.8*,  45.9 , 0.04E,999.9, 010000,
296380,99999, 20130702,   56.5, 8,   47.6, 8, 1008.3, 8,  992.5, 8,  14.8, 8,   2.2, 8,   3.9, 999.9,   65.7*,  43.5 , 0.02F,999.9, 000000,
296380,99999, 20130703,   62.8, 7,   49.8, 7, 1004.8, 7,  989.3, 7,  16.7, 7,   5.8, 7,   7.8, 999.9,   69.3*,  45.9 ,99.99 ,999.9, 010000,
296380,99999, 20130704,   67.3, 7,   52.5, 7, 1000.7, 7,  985.4, 7,  12.8, 7,   6.4, 7,   9.7,  19.4,   72.9*,  57.0 , 0.08E,999.9, 010000,
296380,99999, 20130705,   62.9, 8,   53.3, 8, 1002.5, 8,  987.0, 8,  15.8, 8,   4.4, 8,   9.7,  19.4,   69.6*,  54.3*,99.99 ,999.9, 010000,
296380,99999, 20130706,   65.4, 8,   55.2, 8, 1006.9, 8,  991.5, 8,  17.9, 8,   2.4, 8,   7.8,  27.2,   74.1*,  52.2 , 0.08E,999.9, 000010,
296380,99999, 20130707,   69.3, 8,   57.2, 8, 1007.8, 8,  992.4, 8,  13.6, 8,   4.9, 8,   5.8,  19.4,   78.6*,  51.4 , 0.00I,999.9, 000000,
296380,99999, 20130708,   60.4, 8,   54.6, 8, 1005.9, 8,  990.3, 8,  13.4, 8,   4.6, 8,   7.8, 999.9,   66.9*,  51.6*, 0.24E,999.9, 010000,
296380,99999, 20130709,   61.3, 7,   51.6, 7, 1007.8, 7,  992.2, 7,  18.0, 7,   3.9, 7,   7.8, 999.9,   65.7*,  49.3 , 0.00I,999.9, 000000,
296380,99999, 20130710,   59.6, 8,   54.0, 8, 1005.6, 8,  990.0, 8,  17.2, 8,   2.7, 8,   7.8, 999.9,   66.0*,  49.1*,99.99 ,999.9, 010000,
296380,99999, 20130711,   62.2, 8,   50.5, 8, 1012.0, 8,  996.3, 8,  14.6, 8,   2.4, 8,   5.8, 999.9,   71.4*,  45.9 , 0.00I,999.9, 000000,
296380,99999, 20130712,   65.9, 8,   51.8, 8, 1013.4, 8,  997.8, 8,  11.7, 8,   1.5, 8,   1.9, 999.9,   76.5*,  48.9 , 0.00I,999.9, 000000,
296380,99999, 20130713,   68.9, 6,   52.7, 6, 1010.3, 6,  994.9, 6,  17.5, 6,   3.2, 6,   5.8, 999.9,   77.7*,  51.8 , 0.00I,999.9, 000000,
296380,99999, 20130714,   72.4, 8,   54.3, 8, 1004.8, 8,  989.5, 8,  14.8, 8,   3.2, 8,   5.8, 999.9,   83.7*,  52.9 , 0.00I,999.9, 000000,
296380,99999, 20130715,   75.3, 8,   56.0, 8, 1001.8, 8,  986.8, 8,  18.3, 8,   3.2, 8,   5.8, 999.9,   85.8*,  56.5 , 0.00I,999.9, 000000,
296380,99999, 20130716,   68.0, 8,   63.2, 8, 1005.5, 8,  990.2, 8,  13.1, 8,   4.1, 8,   7.8,  36.9,   76.1*,  62.6*, 1.14E,999.9, 010010,
296380,99999, 20130717,   66.2, 7,   60.1, 7, 1008.6, 7,  993.2, 7,   6.3, 7,   1.7, 7,   3.9, 999.9,   70.5*,  60.3*,99.99 ,999.9, 010000,
296380,99999, 20130718,   71.0, 8,   60.0, 8, 1004.6, 8,  989.4, 8,  16.2, 8,   3.2, 8,   7.8,  19.4,   82.2*,  55.6 ,99.99 ,999.9, 010010,
296380,99999, 20130719,   71.1, 8,   56.7, 8, 1003.3, 8,  988.0, 8,  16.1, 8,   2.2, 8,   3.9, 999.9,   81.9*,  58.5*, 0.08E,999.9, 000000,
296380,99999, 20130720,   71.2, 8,   58.9, 8, 1002.3, 8,  987.1, 8,  17.7, 8,   3.6, 8,   5.8, 999.9,   81.5*,  56.8 , 0.00I,999.9, 000000,
296380,99999, 20130721,   72.6, 8,   61.5, 8, 1000.0, 8,  984.9, 8,  13.9, 8,   3.2, 8,   5.8, 999.9,   82.4*,  60.6 ,99.99 ,999.9, 010000,
296380,99999, 20130722,   71.4, 8,   62.9, 8,  998.6, 8,  983.5, 8,  13.0, 8,   5.6, 8,   9.7,  19.4,   83.3*,  62.8 ,99.99 ,999.9, 010010,
296380,99999, 20130723,   67.9, 8,   63.6, 8, 1001.9, 8,  986.6, 8,  12.4, 8,   2.7, 8,   5.8, 999.9,   73.8*,  63.0 , 0.55F,999.9, 010010,
296380,99999, 20130724,   67.5, 8,   63.3, 8, 1004.8, 8,  989.5, 8,   8.2, 8,   3.2, 8,   5.8, 999.9,   73.2*,  62.6*, 0.00I,999.9, 000000,
296380,99999, 20130725,   69.1, 8,   62.5, 8, 1004.4, 8,  989.1, 8,  10.1, 8,   2.9, 8,   5.8, 999.9,   78.8*,  60.4 , 0.00I,999.9, 100010,
296380,99999, 20130726,   66.2, 8,   63.0, 8, 1002.7, 8,  987.3, 8,  10.8, 7,   2.7, 8,   5.8, 999.9,   72.3*,  61.5*, 0.67F,999.9, 010010,
296380,99999, 20130727,   67.4, 8,   62.3, 8, 1003.1, 8,  987.8, 8,  10.9, 8,   2.7, 8,   3.9, 999.9,   74.1*,  57.9*, 0.04E,999.9, 010010,
296380,99999, 20130728,   68.1, 8,   61.8, 8, 1000.2, 8,  984.9, 8,  13.7, 8,   2.4, 8,   5.8, 999.9,   77.2 ,  55.0 , 0.00E,999.9, 110010,
296380,99999, 20130729,   67.4, 8,   61.2, 8, 1000.1, 8,  984.8, 8,   8.5, 8,   2.9, 8,   3.9, 999.9,   74.1*,  59.9*, 0.02E,999.9, 000010,
296380,99999, 20130730,   66.7, 8,   59.7, 8, 1004.9, 8,  989.6, 8,   4.3, 8,   2.9, 8,   5.8, 999.9,   75.9*,  57.7 ,99.99 ,999.9, 010010,
296380,99999, 20130731,   64.7, 8,   58.4, 8, 1006.4, 8,  991.2, 8,   4.9, 8,   3.6, 8,   7.8, 999.9,   73.8*,  56.7*, 0.03E,999.9, 000010,
296380,99999, 20130801,   63.3, 7,   58.5, 7, 1008.2, 7,  992.9, 7,   7.6, 7,   2.2, 7,   5.8, 999.9,   70.5*,  56.7*, 0.00I,999.9, 100000,
296380,99999, 20130802,   67.1, 8,   59.0, 8, 1004.7, 8,  989.6, 8,   9.6, 8,   1.7, 8,   3.9, 999.9,   76.8*,  55.4 , 0.00I,999.9, 000000,
296380,99999, 20130803,   66.4, 8,   60.8, 8, 1001.1, 8,  986.0, 8,   8.2, 8,   2.9, 8,   7.8, 999.9,   75.9*,  58.5 , 0.00I,999.9, 000010,
296380,99999, 20130804,   66.5, 8,   62.1, 8, 1000.5, 8,  985.4, 8,  13.6, 8,   3.4, 8,   5.8, 999.9,   72.3*,  59.0 , 0.02E,999.9, 010000,
296380,99999, 20130805,   66.9, 8,   61.6, 8, 1000.5, 8,  985.4, 8,   9.9, 8,   3.2, 8,   7.8, 999.9,   75.4 ,  58.5*, 0.04E,999.9, 010000,
296380,99999, 20130806,   65.9, 8,   62.8, 8, 1003.3, 8,  988.2, 8,   9.2, 8,   2.2, 8,   3.9, 999.9,   73.9 ,  57.6 , 0.28E,999.9, 010010,
296380,99999, 20130807,   69.8, 8,   63.3, 8, 1003.9, 8,  988.9, 8,  11.7, 8,   2.7, 8,   3.9, 999.9,   77.4*,  57.2 , 0.00I,999.9, 100000,
296380,99999, 20130808,   69.3, 8,   64.8, 8, 1001.4, 8,  986.4, 8,   9.6, 8,   2.7, 8,   5.8, 999.9,   75.2*,  61.5 , 0.04E,999.9, 100010,
296380,99999, 20130809,   66.4, 8,   63.4, 8, 1001.1, 8,  985.9, 8,  10.4, 7,   3.9, 8,   7.8, 999.9,   72.3*,  63.1 , 1.18F,999.9, 010010,
296380,99999, 20130810,   65.4, 8,   63.4, 8, 1002.3, 8,  987.0, 8,  13.6, 8,   2.9, 8,   5.8, 999.9,   71.1*,  58.8*, 1.77F,999.9, 110010,
296380,99999, 20130811,   69.1, 8,   61.9, 8, 1001.5, 8,  986.3, 8,  15.5, 8,   4.1, 8,   7.8,  19.4,   79.7*,  57.7 ,99.99 ,999.9, 110010,
296380,99999, 20130812,   65.2, 7,   61.4, 7, 1000.7, 7,  985.3, 7,  15.4, 7,   5.3, 7,   7.8, 999.9,   68.4*,  58.3 , 0.24F,999.9, 010010,
296380,99999, 20130813,   64.9, 8,   61.4, 8, 1002.6, 8,  987.3, 8,   8.9, 8,   3.4, 8,   5.8, 999.9,   70.5*,  60.3*, 0.43F,999.9, 010000,
296380,99999, 20130814,   64.1, 7,   62.2, 7, 1007.4, 7,  991.9, 7,   4.0, 7,   3.9, 7,   5.8, 999.9,   67.1*,  59.2 , 1.26E,999.9, 110010,
296380,99999, 20130815,   62.2, 8,   52.2, 8, 1015.8, 8, 1000.1, 8,   7.4, 8,   5.8, 8,   7.8,  19.4,   69.8*,  57.2*, 0.01E,999.9, 000000,
296380,99999, 20130816,   56.4, 7,   48.3, 7, 1022.5, 7, 1006.5, 7,  12.7, 7,   4.2, 7,   7.8, 999.9,   64.2*,  45.0*, 0.00I,999.9, 000000,
296380,99999, 20130817,   56.3, 8,   46.4, 8, 1023.2, 8, 1007.2, 8,  11.5, 8,   2.4, 8,   5.8, 999.9,   68.0*,  44.2 , 0.00I,999.9, 000000,
296380,99999, 20130818,   59.5, 7,   48.0, 7, 1020.1, 7, 1004.2, 7,  13.3, 7,   1.4, 7,   3.9, 999.9,   72.5*,  42.1 , 0.00I,999.9, 000000,
296380,99999, 20130819,   66.0, 8,   57.1, 8, 1016.0, 8, 1000.4, 8,  13.5, 8,   3.4, 8,   7.8, 999.9,   75.0*,  48.4 , 0.00I,999.9, 100000,
296380,99999, 20130820,   64.1, 8,   59.8, 8, 1013.9, 8,  998.3, 8,  10.1, 8,   2.9, 8,   5.8, 999.9,   68.7*,  57.7 , 0.04F,999.9, 110010,
296380,99999, 20130821,   58.3, 8,   49.3, 8, 1016.2, 8, 1000.4, 8,  13.6, 8,   4.4, 8,   7.8, 999.9,   66.9*,  45.3*, 0.00I,999.9, 100000,
296380,99999, 20130822,   52.2, 8,   45.0, 8, 1020.8, 8, 1004.7, 8,  12.1, 8,   3.2, 8,   5.8, 999.9,   60.3*,  42.3 , 0.00I,999.9, 000000,
296380,99999, 20130823,   56.4, 8,   47.4, 8, 1016.7, 8, 1000.8, 8,  15.2, 8,   2.7, 8,   3.9, 999.9,   66.6*,  41.4 , 0.00E,999.9, 000000,
296380,99999, 20130824,   63.3, 8,   51.7, 8, 1011.2, 8,  995.6, 8,  16.4, 8,   3.4, 8,   5.8, 999.9,   70.5*,  52.0 , 0.00I,999.9, 000000,
296380,99999, 20130825,   60.6, 8,   51.0, 8, 1008.7, 8,  993.0, 8,  15.7, 8,   2.4, 8,   5.8, 999.9,   73.2*,  49.1*, 0.00I,999.9, 000000,
296380,99999, 20130826,   65.0, 8,   55.1, 8, 1008.9, 8,  993.4, 8,   9.8, 8,   4.9, 8,   7.8, 999.9,   73.2*,  45.5 ,99.99 ,999.9, 010010,
296380,99999, 20130827,   63.4, 8,   59.1, 8, 1008.6, 8,  993.0, 8,  13.7, 8,   3.4, 8,   7.8, 999.9,   66.9*,  59.7*, 0.12F,999.9, 010010,
296380,99999, 20130828,   66.4, 8,   60.0, 8, 1004.9, 8,  989.5, 8,  14.1, 8,   5.1, 8,   7.8, 999.9,   72.9*,  59.7 , 0.31E,999.9, 010000,
296380,99999, 20130829,   69.6, 8,   59.3, 8, 1000.2, 8,  985.0, 8,  14.8, 8,   2.4, 8,   3.9, 999.9,   80.4*,  59.9 , 0.09F,999.9, 010000,
296380,99999, 20130830,   62.4, 8,   52.3, 8, 1000.3, 8,  984.8, 8,   8.0, 8,  10.9, 8,  21.4,  35.0,   73.2*,  53.1*, 0.29F,999.9, 010000,
296380,99999, 20130831,   52.5, 8,   45.1, 8, 1015.2, 8,  999.2, 8,  10.3, 8,   6.1, 8,   7.8,  27.2,   58.1*,  47.3 , 0.59F,999.9, 010000,
