22.82054129,0.444425304,0.330738867,0.298373775,0.270758045,0.207276841,0.319468607,1.484482693
22.82054129,0.463221545,0.359683241,0.362066904,0.40007969,0.359811212,0.511448373,1.681636775
22.82054129,0.464692234,0.362091257,0.368828636,0.418262675,0.385504633,0.551508218,1.729992504
22.82054129,0.464828186,0.362338462,0.369555255,0.420494902,0.388764045,0.557124215,1.737065354
22.82054129,0.464843277,0.362363467,0.369639267,0.420751185,0.389159852,0.55780493,1.737959741
28.65378359,0.497442278,0.386591911,0.391530908,0.440144484,0.40273937,0.56723384,1.744010682
28.65378359,0.498804694,0.388745481,0.396102109,0.44956816,0.413448266,0.580564856,1.756689225
28.65378359,0.498937056,0.38886482,0.396675906,0.450719594,0.415553111,0.583125816,1.760460868
28.65378359,0.498921768,0.388938576,0.396644683,0.451048813,0.415523251,0.583861681,1.76062434
28.65378359,0.498926467,0.388932388,0.396662791,0.451043282,0.415590021,0.583863402,1.76073886
23.10673639,0.468340137,0.366144138,0.376172842,0.432770887,0.403016813,0.574945692,1.755308601
23.10673639,0.467045521,0.364154031,0.371842872,0.4239852,0.392892719,0.562511769,1.743349975
23.10673639,0.466928702,0.364025586,0.37132858,0.422857423,0.390989731,0.560019647,1.739901178
23.10673639,0.466941107,0.363960668,0.371351437,0.422561175,0.390997686,0.559353765,1.739721854
23.10673639,0.466934403,0.363971566,0.371326782,0.422581738,0.390910631,0.559382568,1.739582399
55.48697282,0.530429701,0.411012862,0.413967669,0.460187494,0.417253415,0.577682319,1.75102508
55.48697282,0.533025491,0.415274674,0.422834225,0.478524126,0.438162426,0.603384332,1.775890155
55.48697282,0.533228748,0.415627314,0.423771461,0.481113157,0.441711834,0.609032715,1.782535965
55.48697282,0.533253111,0.415650775,0.423891091,0.481392805,0.442224788,0.609753114,1.783599607
55.48697282,0.533240763,0.415686429,0.423854603,0.481525793,0.442126883,0.610040429,1.783524223
22.22825506,0.463502236,0.36395515,0.377076008,0.440115387,0.413304778,0.589813893,1.771077772
22.22825506,0.460630719,0.359317893,0.367272173,0.420051807,0.390241179,0.561670546,1.743678477
22.22825506,0.460412682,0.358918929,0.366259437,0.417175441,0.38638999,0.555406762,1.736435838
22.22825506,0.460383109,0.358899377,0.366118697,0.416886635,0.385797443,0.554651129,1.735229851
22.22825506,0.46039305,0.358868255,0.366146674,0.41676485,0.385866423,0.554383627,1.735262067
63.65008229,0.523518229,0.405644109,0.408530444,0.454168127,0.412027245,0.572601536,1.746597866
63.65008229,0.526100073,0.409878791,0.417349117,0.472393831,0.432820272,0.598148716,1.771322906
63.65008229,0.526301969,0.410229794,0.418280328,0.474969003,0.436347375,0.603766467,1.777928032
63.65008229,0.526326333,0.410252803,0.418399738,0.475246092,0.436858835,0.604480862,1.778987426
63.65008229,0.526314218,0.410287892,0.418364,0.475377227,0.436763215,0.604764369,1.778914731
81.73047381,0.503158379,0.392895965,0.402948129,0.461330132,0.427460064,0.597781547,1.774996004
81.73047381,0.50211057,0.391525299,0.399482082,0.454948696,0.419402057,0.588744988,1.765560591
81.73047381,0.502051104,0.391363479,0.399186996,0.453910772,0.418238759,0.586514407,1.763291772
