84.18410366,22.41248132,18.1763812,16.0358613
84.18410366,36.19907105,32.86313965,31.24177706
84.18410366,46.88726483,44.321998,43.03557261
84.18410366,55.19731772,53.21746371,52.20452417
84.18410366,61.65233171,60.13454482,59.32708181
53.1250011,58.41394629,58.775617,58.95932492
53.1250011,57.24417624,57.49751893,57.66803438
53.1250011,56.32292177,56.52840643,56.6524346
53.1250011,55.58839328,55.81110213,55.84551796
53.1250011,55.05810388,55.17608039,55.25697103
39.63126511,51.03377231,51.80711964,52.21045462
39.63126511,48.49178096,49.09248077,49.40637114
39.63126511,46.53865615,46.94074839,47.24825491
39.63126511,44.97923653,45.34867891,45.5316108
39.63126511,43.78970305,44.06889308,44.21880084
76.15700692,52.59918893,50.94253561,50.16531704
76.15700692,57.85748699,56.55186969,55.96526763
76.15700692,61.91810182,60.95883074,60.44865954
76.15700692,65.09994501,64.33257921,63.95771676
76.15700692,67.56121629,66.97574804,66.67381222
58.65719069,64.82272531,65.23600705,65.45849323
58.65719069,63.44871495,63.76812652,63.94302225
58.65719069,62.41162174,62.56911289,62.79419035
58.65719069,61.5469782,61.75004421,61.84563071
58.65719069,60.90632551,61.0536895,61.1382213
70.5726407,63.59080403,63.06602914,62.86777181
70.5726407,65.12929948,64.77418991,64.5681457
70.5726407,66.34998588,66.05307608,65.91357541
70.5726407,67.3178433,67.00984873,66.97740997
70.5726407,68.01336422,67.86178482,67.75031579
54.26488954,64.23941351,64.95054539,65.27040867
54.26488954,62.03648421,62.52835321,62.83688312
54.26488954,60.2873903,60.71788681,60.91017446
54.26488954,58.93131598,59.30511026,59.41592837
54.26488954,57.9093935,58.14624488,58.28505887
38.622902,52.9324546,53.90378502,54.40920152
38.622902,49.74182696,50.49797012,50.88965158
38.622902,47.25259379,47.87068088,48.14504913
38.622902,45.33480702,45.79743773,46.02800458
38.622902,43.84136453,44.19251128,44.37988372
35.81437914,41.92661242,42.35149831,42.55799538
35.81437914,40.5693265,40.88388776,41.05973704
35.81437914,39.52535356,39.72293402,39.90563931
35.81437914,38.68262651,38.88117034,38.97889891
35.81437914,38.04442416,38.19513457,38.27458702
31.63380936,36.41906621,36.79090453,36.91533568
31.63380936,35.36674903,35.61339481,35.75173723
31.63380936,34.54221145,34.7115331,34.84099357
31.63380936,33.88271679,34.04672041,34.11544161
31.63380936,33.38931771,33.49354878,33.56976611
84.66035891,47.11825434,44.52241866,43.24174158
84.66035891,55.47574512,53.49417948,52.46313076
84.66035891,61.98153578,60.44294808,59.64055271
84.66035891,67.04915048,65.81925784,65.22946651
84.66035891,70.9667803,70.03583087,69.55318441
87.48542488,74.77732678,73.89520425,73.46459792
87.48542488,77.60862602,76.92832263,76.58858624
87.48542488,79.79115402,79.3189184,78.99947308
87.48542488,81.51533972,81.12247574,80.89971029
87.48542488,82.84925666,82.53525586,82.3707231
23.49254199,66.82581151,69.86038231,71.30221
23.49254199,57.16869242,59.5160504,60.64806414
23.49254199,49.67364641,51.46130916,52.37673371
23.49254199,43.82004068,45.25870212,45.92136259
23.49254199,39.30690918,40.37077112,40.93885853
38.28752655,39.71249535,39.81737398,39.86034627
38.28752655,39.39571277,39.47487449,39.51030719
38.28752655,39.15743266,39.19335913,39.24604537
38.28752655,38.95826409,39.00146186,39.02738177
38.28752655,38.80627693,38.84701439,38.86010784
25.82420933,35.3762861,36.02403787,36.36198195
25.82420933,33.24603721,33.75143256,34.01223898
25.82420933,31.58352251,31.99942753,32.17930664
25.82420933,30.30465322,30.61304617,30.76736612
25.82420933,29.30779282,29.54166512,29.66725377
21.40023974,27.34452877,27.77471259,27.95939443
21.40023974,26.02638452,26.34007185,26.50390216
21.40023974,24.99338072,25.24204984,25.3645275
21.40023974,24.18265506,24.40417502,24.47154169
21.40023974,23.57326392,23.71359945,23.79720786
66.04418752,34.97038817,32.84486893,31.76299675
66.04418752,41.89589523,40.25045336,39.40286237
66.04418752,47.26159281,46.03475684,45.32521862
66.04418752,51.46496274,50.46462443,49.95947127
66.04418752,54.71053357,53.94667396,53.54089451
29.4043108,47.4875588,48.72286224,49.35375392
29.4043108,43.4514532,44.42459061,44.90247655
29.4043108,40.32014307,41.07557899,41.44767292
29.4043108,37.89136786,38.46461541,38.76730015
29.4043108,36.0061667,36.43165629,36.6864857
32.98914176,35.48406385,35.6481051,35.74141373
32.98914176,34.92454902,35.06175327,35.12463024
32.98914176,34.48155527,34.6218023,34.63760325
32.98914176,34.15858195,34.23916443,34.27935914
32.98914176,33.8975111,33.96119159,33.99138114
21.43010705,30.62029464,31.24362612,31.56866268
21.43010705,28.57050788,29.05756975,29.30769868
21.43010705,26.97112182,27.37164479,27.54434318
21.43010705,25.7410302,26.03714416,26.18620477
21.43010705,24.78172586,25.00674413,25.12757003
