STATION,NAME,DATE,"TAVG, F°","TAVG, C°"
RSM00027612,"MOSCOW, RS",2013-03-14,22,-5.56
RSM00027612,"MOSCOW, RS",2013-03-15,30,-1.11
RSM00027612,"MOSCOW, RS",2013-03-16,36,2.22
RSM00027612,"MOSCOW, RS",2013-03-17,23,-5.00
RSM00027612,"MOSCOW, RS",2013-03-18,19,-7.22
RSM00027612,"MOSCOW, RS",2013-03-19,19,-7.22
RSM00027612,"MOSCOW, RS",2013-03-20,20,-6.67
RSM00027612,"MOSCOW, RS",2013-03-21,20,-6.67
RSM00027612,"MOSCOW, RS",2013-03-22,13,-10.56
RSM00027612,"MOSCOW, RS",2013-03-23,12,-11.11
RSM00027612,"MOSCOW, RS",2013-03-24,17,-8.33
RSM00027612,"MOSCOW, RS",2013-03-25,17,-8.33
RSM00027612,"MOSCOW, RS",2013-03-26,21,-6.11
RSM00027612,"MOSCOW, RS",2013-03-27,17,-8.33
RSM00027612,"MOSCOW, RS",2013-03-28,22,-5.56
RSM00027612,"MOSCOW, RS",2013-03-29,29,-1.67
RSM00027612,"MOSCOW, RS",2013-03-30,26,-3.33
RSM00027612,"MOSCOW, RS",2013-03-31,33,0.56
RSM00027612,"MOSCOW, RS",2013-04-01,34,1.11
RSM00027612,"MOSCOW, RS",2013-04-02,40,4.44
RSM00027612,"MOSCOW, RS",2013-04-03,35,1.67
RSM00027612,"MOSCOW, RS",2013-04-04,35,1.67
RSM00027612,"MOSCOW, RS",2013-04-05,38,3.33
RSM00027612,"MOSCOW, RS",2013-04-06,37,2.78
RSM00027612,"MOSCOW, RS",2013-04-07,33,0.56
RSM00027612,"MOSCOW, RS",2013-04-08,35,1.67
RSM00027612,"MOSCOW, RS",2013-04-09,35,1.67
RSM00027612,"MOSCOW, RS",2013-04-10,35,1.67
RSM00027612,"MOSCOW, RS",2013-04-11,37,2.78
RSM00027612,"MOSCOW, RS",2013-04-12,39,3.89
RSM00027612,"MOSCOW, RS",2013-04-13,39,3.89
RSM00027612,"MOSCOW, RS",2013-04-14,45,7.22
RSM00027612,"MOSCOW, RS",2013-04-15,50,10.00
RSM00027612,"MOSCOW, RS",2013-04-16,50,10.00
RSM00027612,"MOSCOW, RS",2013-04-17,52,11.11
RSM00027612,"MOSCOW, RS",2013-04-18,54,12.22
RSM00027612,"MOSCOW, RS",2013-04-19,60,15.56
RSM00027612,"MOSCOW, RS",2013-04-20,53,11.67
RSM00027612,"MOSCOW, RS",2013-04-21,44,6.67
RSM00027612,"MOSCOW, RS",2013-04-22,42,5.56
RSM00027612,"MOSCOW, RS",2013-04-23,42,5.56
RSM00027612,"MOSCOW, RS",2013-04-24,44,6.67
RSM00027612,"MOSCOW, RS",2013-04-25,41,5.00
RSM00027612,"MOSCOW, RS",2013-04-26,46,7.78
RSM00027612,"MOSCOW, RS",2013-04-27,51,10.56
RSM00027612,"MOSCOW, RS",2013-04-28,44,6.67
RSM00027612,"MOSCOW, RS",2013-04-29,47,8.33
RSM00027612,"MOSCOW, RS",2013-04-30,51,10.56
RSM00027612,"MOSCOW, RS",2013-05-01,52,11.11
RSM00027612,"MOSCOW, RS",2013-05-02,52,11.11
RSM00027612,"MOSCOW, RS",2013-05-03,57,13.89
RSM00027612,"MOSCOW, RS",2013-05-04,51,10.56
RSM00027612,"MOSCOW, RS",2013-05-05,52,11.11
RSM00027612,"MOSCOW, RS",2013-05-06,50,10.00
RSM00027612,"MOSCOW, RS",2013-05-07,53,11.67
RSM00027612,"MOSCOW, RS",2013-05-08,62,16.67
RSM00027612,"MOSCOW, RS",2013-05-09,63,17.22
RSM00027612,"MOSCOW, RS",2013-05-10,69,20.56
RSM00027612,"MOSCOW, RS",2013-05-11,69,20.56
RSM00027612,"MOSCOW, RS",2013-05-12,70,21.11
RSM00027612,"MOSCOW, RS",2013-05-13,70,21.11
RSM00027612,"MOSCOW, RS",2013-05-14,73,22.78
RSM00027612,"MOSCOW, RS",2013-05-15,69,20.56
RSM00027612,"MOSCOW, RS",2013-05-16,73,22.78
RSM00027612,"MOSCOW, RS",2013-05-17,69,20.56
RSM00027612,"MOSCOW, RS",2013-05-18,68,20.00
RSM00027612,"MOSCOW, RS",2013-05-19,68,20.00
RSM00027612,"MOSCOW, RS",2013-05-20,67,19.44
RSM00027612,"MOSCOW, RS",2013-05-21,61,16.11
RSM00027612,"MOSCOW, RS",2013-05-22,56,13.33
RSM00027612,"MOSCOW, RS",2013-05-23,58,14.44
RSM00027612,"MOSCOW, RS",2013-05-24,62,16.67
RSM00027612,"MOSCOW, RS",2013-05-25,65,18.33
RSM00027612,"MOSCOW, RS",2013-05-26,61,16.11
RSM00027612,"MOSCOW, RS",2013-05-27,61,16.11
RSM00027612,"MOSCOW, RS",2013-05-28,63,17.22
RSM00027612,"MOSCOW, RS",2013-05-29,62,16.67
RSM00027612,"MOSCOW, RS",2013-05-30,63,17.22
RSM00027612,"MOSCOW, RS",2013-05-31,67,19.44
RSM00027612,"MOSCOW, RS",2013-06-01,69,20.56
RSM00027612,"MOSCOW, RS",2013-06-02,65,18.33
RSM00027612,"MOSCOW, RS",2013-06-03,68,20.00
RSM00027612,"MOSCOW, RS",2013-06-04,68,20.00
RSM00027612,"MOSCOW, RS",2013-06-05,67,19.44
RSM00027612,"MOSCOW, RS",2013-06-06,64,17.78
RSM00027612,"MOSCOW, RS",2013-06-07,61,16.11
RSM00027612,"MOSCOW, RS",2013-06-08,63,17.22
RSM00027612,"MOSCOW, RS",2013-06-09,66,18.89
RSM00027612,"MOSCOW, RS",2013-06-10,68,20.00
RSM00027612,"MOSCOW, RS",2013-06-11,70,21.11
RSM00027612,"MOSCOW, RS",2013-06-12,63,17.22
RSM00027612,"MOSCOW, RS",2013-06-13,63,17.22
RSM00027612,"MOSCOW, RS",2013-06-14,65,18.33
RSM00027612,"MOSCOW, RS",2013-06-15,73,22.78
RSM00027612,"MOSCOW, RS",2013-06-16,70,21.11
RSM00027612,"MOSCOW, RS",2013-06-17,68,20.00
RSM00027612,"MOSCOW, RS",2013-06-18,62,16.67
RSM00027612,"MOSCOW, RS",2013-06-19,64,17.78
RSM00027612,"MOSCOW, RS",2013-06-20,64,17.78
RSM00027612,"MOSCOW, RS",2013-06-21,63,17.22
RSM00027612,"MOSCOW, RS",2013-06-22,59,15.00
RSM00027612,"MOSCOW, RS",2013-06-23,66,18.89
RSM00027612,"MOSCOW, RS",2013-06-24,71,21.67
RSM00027612,"MOSCOW, RS",2013-06-25,71,21.67
RSM00027612,"MOSCOW, RS",2013-06-26,75,23.89
RSM00027612,"MOSCOW, RS",2013-06-27,77,25.00
RSM00027612,"MOSCOW, RS",2013-06-28,77,25.00
RSM00027612,"MOSCOW, RS",2013-06-29,76,24.44
RSM00027612,"MOSCOW, RS",2013-06-30,73,22.78
RSM00027612,"MOSCOW, RS",2013-07-01,70,21.11
RSM00027612,"MOSCOW, RS",2013-07-02,71,21.67
RSM00027612,"MOSCOW, RS",2013-07-03,74,23.33
RSM00027612,"MOSCOW, RS",2013-07-04,76,24.44
RSM00027612,"MOSCOW, RS",2013-07-05,74,23.33
RSM00027612,"MOSCOW, RS",2013-07-06,74,23.33
RSM00027612,"MOSCOW, RS",2013-07-07,69,20.56
RSM00027612,"MOSCOW, RS",2013-07-08,67,19.44
RSM00027612,"MOSCOW, RS",2013-07-09,66,18.89
RSM00027612,"MOSCOW, RS",2013-07-10,66,18.89
RSM00027612,"MOSCOW, RS",2013-07-11,67,19.44
RSM00027612,"MOSCOW, RS",2013-07-12,70,21.11
RSM00027612,"MOSCOW, RS",2013-07-13,70,21.11
RSM00027612,"MOSCOW, RS",2013-07-14,68,20.00
RSM00027612,"MOSCOW, RS",2013-07-15,67,19.44
RSM00027612,"MOSCOW, RS",2013-07-16,66,18.89
RSM00027612,"MOSCOW, RS",2013-07-17,63,17.22
RSM00027612,"MOSCOW, RS",2013-07-18,65,18.33
RSM00027612,"MOSCOW, RS",2013-07-19,65,18.33
RSM00027612,"MOSCOW, RS",2013-07-20,63,17.22
RSM00027612,"MOSCOW, RS",2013-07-21,57,13.89
RSM00027612,"MOSCOW, RS",2013-07-22,57,13.89
RSM00027612,"MOSCOW, RS",2013-07-23,58,14.44
RSM00027612,"MOSCOW, RS",2013-07-24,60,15.56
RSM00027612,"MOSCOW, RS",2013-07-25,62,16.67
RSM00027612,"MOSCOW, RS",2013-07-26,64,17.78
RSM00027612,"MOSCOW, RS",2013-07-27,60,15.56
RSM00027612,"MOSCOW, RS",2013-07-28,63,17.22
RSM00027612,"MOSCOW, RS",2013-07-29,63,17.22
RSM00027612,"MOSCOW, RS",2013-07-30,64,17.78
RSM00027612,"MOSCOW, RS",2013-07-31,65,18.33
RSM00027612,"MOSCOW, RS",2013-08-01,66,18.89
RSM00027612,"MOSCOW, RS",2013-08-02,65,18.33
RSM00027612,"MOSCOW, RS",2013-08-03,66,18.89
RSM00027612,"MOSCOW, RS",2013-08-04,67,19.44
RSM00027612,"MOSCOW, RS",2013-08-05,66,18.89
RSM00027612,"MOSCOW, RS",2013-08-06,69,20.56
RSM00027612,"MOSCOW, RS",2013-08-07,69,20.56
RSM00027612,"MOSCOW, RS",2013-08-08,69,20.56
RSM00027612,"MOSCOW, RS",2013-08-09,71,21.67
RSM00027612,"MOSCOW, RS",2013-08-10,74,23.33
RSM00027612,"MOSCOW, RS",2013-08-11,73,22.78
RSM00027612,"MOSCOW, RS",2013-08-12,67,19.44
RSM00027612,"MOSCOW, RS",2013-08-13,68,20.00
RSM00027612,"MOSCOW, RS",2013-08-14,69,20.56
RSM00027612,"MOSCOW, RS",2013-08-15,65,18.33
RSM00027612,"MOSCOW, RS",2013-08-16,64,17.78
RSM00027612,"MOSCOW, RS",2013-08-17,62,16.67
RSM00027612,"MOSCOW, RS",2013-08-18,64,17.78
RSM00027612,"MOSCOW, RS",2013-08-19,63,17.22
RSM00027612,"MOSCOW, RS",2013-08-20,64,17.78
RSM00027612,"MOSCOW, RS",2013-08-21,69,20.56
RSM00027612,"MOSCOW, RS",2013-08-22,70,21.11
RSM00027612,"MOSCOW, RS",2013-08-23,68,20.00
RSM00027612,"MOSCOW, RS",2013-08-24,58,14.44
RSM00027612,"MOSCOW, RS",2013-08-25,57,13.89
RSM00027612,"MOSCOW, RS",2013-08-26,58,14.44
RSM00027612,"MOSCOW, RS",2013-08-27,54,12.22
RSM00027612,"MOSCOW, RS",2013-08-28,58,14.44
RSM00027612,"MOSCOW, RS",2013-08-29,62,16.67
RSM00027612,"MOSCOW, RS",2013-08-30,59,15.00
RSM00027612,"MOSCOW, RS",2013-08-31,59,15.00
RSM00027612,"MOSCOW, RS",2013-09-01,57,13.89
RSM00027612,"MOSCOW, RS",2013-09-02,59,15.00
RSM00027612,"MOSCOW, RS",2013-09-03,57,13.89
RSM00027612,"MOSCOW, RS",2013-09-04,52,11.11
RSM00027612,"MOSCOW, RS",2013-09-05,47,8.33
RSM00027612,"MOSCOW, RS",2013-09-06,51,10.56
RSM00027612,"MOSCOW, RS",2013-09-07,56,13.33
RSM00027612,"MOSCOW, RS",2013-09-08,56,13.33
RSM00027612,"MOSCOW, RS",2013-09-10,55,12.78
RSM00027612,"MOSCOW, RS",2013-09-11,50,10.00
RSM00027612,"MOSCOW, RS",2013-09-12,50,10.00
RSM00027612,"MOSCOW, RS",2013-09-13,52,11.11
RSM00027612,"MOSCOW, RS",2013-09-14,52,11.11
RSM00027612,"MOSCOW, RS",2013-09-15,53,11.67
RSM00027612,"MOSCOW, RS",2013-09-16,56,13.33
RSM00027612,"MOSCOW, RS",2013-09-17,55,12.78
RSM00027612,"MOSCOW, RS",2013-09-18,57,13.89
RSM00027612,"MOSCOW, RS",2013-09-19,55,12.78
RSM00027612,"MOSCOW, RS",2013-09-20,52,11.11
RSM00027612,"MOSCOW, RS",2013-09-21,51,10.56
RSM00027612,"MOSCOW, RS",2013-09-22,51,10.56
RSM00027612,"MOSCOW, RS",2013-09-23,50,10.00
RSM00027612,"MOSCOW, RS",2013-09-24,47,8.33
RSM00027612,"MOSCOW, RS",2013-09-25,42,5.56
RSM00027612,"MOSCOW, RS",2013-09-26,39,3.89
RSM00027612,"MOSCOW, RS",2013-09-27,40,4.44
RSM00027612,"MOSCOW, RS",2013-09-28,41,5.00
RSM00027612,"MOSCOW, RS",2013-09-29,40,4.44
RSM00027612,"MOSCOW, RS",2013-09-30,35,1.67
RSM00027612,"MOSCOW, RS",2013-10-01,36,2.22
RSM00027612,"MOSCOW, RS",2013-10-02,37,2.78
RSM00027612,"MOSCOW, RS",2013-10-03,35,1.67
RSM00027612,"MOSCOW, RS",2013-10-04,39,3.89
RSM00027612,"MOSCOW, RS",2013-10-05,43,6.11
RSM00027612,"MOSCOW, RS",2013-10-06,47,8.33
RSM00027612,"MOSCOW, RS",2013-10-07,47,8.33
RSM00027612,"MOSCOW, RS",2013-10-08,51,10.56
RSM00027612,"MOSCOW, RS",2013-10-09,53,11.67
RSM00027612,"MOSCOW, RS",2013-10-10,52,11.11
RSM00027612,"MOSCOW, RS",2013-10-11,49,9.44
RSM00027612,"MOSCOW, RS",2013-10-12,48,8.89
RSM00027612,"MOSCOW, RS",2013-10-13,47,8.33
RSM00027612,"MOSCOW, RS",2013-10-14,38,3.33
RSM00027612,"MOSCOW, RS",2013-10-15,43,6.11
RSM00027612,"MOSCOW, RS",2013-10-16,47,8.33
RSM00027612,"MOSCOW, RS",2013-10-17,38,3.33
RSM00027612,"MOSCOW, RS",2013-10-18,41,5.00
RSM00027612,"MOSCOW, RS",2013-10-19,38,3.33
RSM00027612,"MOSCOW, RS",2013-10-20,38,3.33
RSM00027612,"MOSCOW, RS",2013-10-21,35,1.67
RSM00027612,"MOSCOW, RS",2013-10-22,31,-0.56
RSM00027612,"MOSCOW, RS",2013-10-23,33,0.56
RSM00027612,"MOSCOW, RS",2013-10-24,42,5.56
RSM00027612,"MOSCOW, RS",2013-10-25,49,9.44
RSM00027612,"MOSCOW, RS",2013-10-26,48,8.89
RSM00027612,"MOSCOW, RS",2013-10-27,50,10.00
RSM00027612,"MOSCOW, RS",2013-10-28,53,11.67
RSM00027612,"MOSCOW, RS",2013-10-29,53,11.67
RSM00027612,"MOSCOW, RS",2013-10-30,50,10.00
RSM00027612,"MOSCOW, RS",2013-10-31,44,6.67
RSM00027612,"MOSCOW, RS",2013-11-01,44,6.67
RSM00027612,"MOSCOW, RS",2013-11-02,43,6.11
RSM00027612,"MOSCOW, RS",2013-11-03,45,7.22
RSM00027612,"MOSCOW, RS",2013-11-04,48,8.89
RSM00027612,"MOSCOW, RS",2013-11-05,45,7.22
RSM00027612,"MOSCOW, RS",2013-11-06,57,13.89
RSM00027612,"MOSCOW, RS",2013-11-07,49,9.44
RSM00027612,"MOSCOW, RS",2013-11-08,41,5.00
RSM00027612,"MOSCOW, RS",2013-11-09,41,5.00
RSM00027612,"MOSCOW, RS",2013-11-10,49,9.44
RSM00027612,"MOSCOW, RS",2013-11-11,47,8.33
RSM00027612,"MOSCOW, RS",2013-11-12,38,3.33
RSM00027612,"MOSCOW, RS",2013-11-13,38,3.33
RSM00027612,"MOSCOW, RS",2013-11-14,36,2.22
RSM00027612,"MOSCOW, RS",2013-11-15,37,2.78
RSM00027612,"MOSCOW, RS",2013-11-16,36,2.22
RSM00027612,"MOSCOW, RS",2013-11-17,42,5.56
RSM00027612,"MOSCOW, RS",2013-11-18,33,0.56
RSM00027612,"MOSCOW, RS",2013-11-19,33,0.56
RSM00027612,"MOSCOW, RS",2013-11-20,35,1.67
RSM00027612,"MOSCOW, RS",2013-11-21,36,2.22
RSM00027612,"MOSCOW, RS",2013-11-22,38,3.33
RSM00027612,"MOSCOW, RS",2013-11-23,39,3.89
RSM00027612,"MOSCOW, RS",2013-11-24,40,4.44
RSM00027612,"MOSCOW, RS",2013-11-25,38,3.33
RSM00027612,"MOSCOW, RS",2013-11-26,33,0.56
RSM00027612,"MOSCOW, RS",2013-11-27,24,-4.44
RSM00027612,"MOSCOW, RS",2013-11-28,32,0.00
RSM00027612,"MOSCOW, RS",2013-11-29,32,0.00
RSM00027612,"MOSCOW, RS",2013-11-30,24,-4.44
RSM00027612,"MOSCOW, RS",2013-12-01,32,0.00
RSM00027612,"MOSCOW, RS",2013-12-02,29,-1.67
RSM00027612,"MOSCOW, RS",2013-12-03,22,-5.56
RSM00027612,"MOSCOW, RS",2013-12-04,33,0.56
RSM00027612,"MOSCOW, RS",2013-12-05,30,-1.11
RSM00027612,"MOSCOW, RS",2013-12-06,29,-1.67
RSM00027612,"MOSCOW, RS",2013-12-07,29,-1.67
RSM00027612,"MOSCOW, RS",2013-12-08,26,-3.33
RSM00027612,"MOSCOW, RS",2013-12-09,19,-7.22
RSM00027612,"MOSCOW, RS",2013-12-10,11,-11.67
RSM00027612,"MOSCOW, RS",2013-12-11,12,-11.11
RSM00027612,"MOSCOW, RS",2013-12-12,27,-2.78
RSM00027612,"MOSCOW, RS",2013-12-13,34,1.11
RSM00027612,"MOSCOW, RS",2013-12-14,25,-3.89
RSM00027612,"MOSCOW, RS",2013-12-15,18,-7.78
RSM00027612,"MOSCOW, RS",2013-12-16,19,-7.22
RSM00027612,"MOSCOW, RS",2013-12-17,33,0.56
RSM00027612,"MOSCOW, RS",2013-12-18,35,1.67
RSM00027612,"MOSCOW, RS",2013-12-19,33,0.56
RSM00027612,"MOSCOW, RS",2013-12-20,29,-1.67
RSM00027612,"MOSCOW, RS",2013-12-21,30,-1.11
RSM00027612,"MOSCOW, RS",2013-12-22,34,1.11
RSM00027612,"MOSCOW, RS",2013-12-23,35,1.67
RSM00027612,"MOSCOW, RS",2013-12-24,35,1.67
RSM00027612,"MOSCOW, RS",2013-12-25,35,1.67
RSM00027612,"MOSCOW, RS",2013-12-26,34,1.11
RSM00027612,"MOSCOW, RS",2013-12-27,31,-0.56
RSM00027612,"MOSCOW, RS",2013-12-28,33,0.56
RSM00027612,"MOSCOW, RS",2013-12-29,35,1.67
RSM00027612,"MOSCOW, RS",2013-12-30,35,1.67
RSM00027612,"MOSCOW, RS",2013-12-31,36,2.22
RSM00027612,"MOSCOW, RS",2014-01-01,33,0.56
RSM00027612,"MOSCOW, RS",2014-01-02,27,-2.78
RSM00027612,"MOSCOW, RS",2014-01-03,28,-2.22
RSM00027612,"MOSCOW, RS",2014-01-04,29,-1.67
RSM00027612,"MOSCOW, RS",2014-01-05,33,0.56
RSM00027612,"MOSCOW, RS",2014-01-06,33,0.56
RSM00027612,"MOSCOW, RS",2014-01-07,34,1.11
RSM00027612,"MOSCOW, RS",2014-01-08,36,2.22
RSM00027612,"MOSCOW, RS",2014-01-09,37,2.78
RSM00027612,"MOSCOW, RS",2014-01-10,38,3.33
RSM00027612,"MOSCOW, RS",2014-01-11,34,1.11
RSM00027612,"MOSCOW, RS",2014-01-12,32,0.00
RSM00027612,"MOSCOW, RS",2014-01-13,24,-4.44
RSM00027612,"MOSCOW, RS",2014-01-14,15,-9.44
RSM00027612,"MOSCOW, RS",2014-01-15,13,-10.56
RSM00027612,"MOSCOW, RS",2014-01-16,15,-9.44
RSM00027612,"MOSCOW, RS",2014-01-17,8,-13.33
RSM00027612,"MOSCOW, RS",2014-01-18,3,-16.11
RSM00027612,"MOSCOW, RS",2014-01-19,-1,-18.33
RSM00027612,"MOSCOW, RS",2014-01-20,8,-13.33
RSM00027612,"MOSCOW, RS",2014-01-21,4,-15.56
RSM00027612,"MOSCOW, RS",2014-01-22,0,-17.78
RSM00027612,"MOSCOW, RS",2014-01-23,2,-16.67
RSM00027612,"MOSCOW, RS",2014-01-24,4,-15.56
RSM00027612,"MOSCOW, RS",2014-01-25,5,-15.00
RSM00027612,"MOSCOW, RS",2014-01-26,8,-13.33
RSM00027612,"MOSCOW, RS",2014-01-27,11,-11.67
RSM00027612,"MOSCOW, RS",2014-01-28,4,-15.56
RSM00027612,"MOSCOW, RS",2014-01-29,-4,-20.00
RSM00027612,"MOSCOW, RS",2014-01-30,-5,-20.56
RSM00027612,"MOSCOW, RS",2014-01-31,0,-17.78
RSM00027612,"MOSCOW, RS",2014-02-01,9,-12.78
RSM00027612,"MOSCOW, RS",2014-02-02,17,-8.33
RSM00027612,"MOSCOW, RS",2014-02-03,18,-7.78
RSM00027612,"MOSCOW, RS",2014-02-04,25,-3.89
RSM00027612,"MOSCOW, RS",2014-02-05,26,-3.33
RSM00027612,"MOSCOW, RS",2014-02-06,22,-5.56
RSM00027612,"MOSCOW, RS",2014-02-07,22,-5.56
RSM00027612,"MOSCOW, RS",2014-02-08,29,-1.67
RSM00027612,"MOSCOW, RS",2014-02-09,32,0.00
RSM00027612,"MOSCOW, RS",2014-02-10,26,-3.33
RSM00027612,"MOSCOW, RS",2014-02-11,24,-4.44
RSM00027612,"MOSCOW, RS",2014-02-12,32,0.00
RSM00027612,"MOSCOW, RS",2014-02-13,35,1.67
RSM00027612,"MOSCOW, RS",2014-02-14,37,2.78
RSM00027612,"MOSCOW, RS",2014-02-15,36,2.22
RSM00027612,"MOSCOW, RS",2014-02-16,35,1.67
RSM00027612,"MOSCOW, RS",2014-02-17,34,1.11
RSM00027612,"MOSCOW, RS",2014-02-18,35,1.67
RSM00027612,"MOSCOW, RS",2014-02-19,33,0.56
RSM00027612,"MOSCOW, RS",2014-02-20,31,-0.56
RSM00027612,"MOSCOW, RS",2014-02-21,26,-3.33
RSM00027612,"MOSCOW, RS",2014-02-22,29,-1.67
RSM00027612,"MOSCOW, RS",2014-02-23,35,1.67
RSM00027612,"MOSCOW, RS",2014-02-24,35,1.67
RSM00027612,"MOSCOW, RS",2014-02-25,34,1.11
RSM00027612,"MOSCOW, RS",2014-02-26,30,-1.11
RSM00027612,"MOSCOW, RS",2014-02-27,30,-1.11
RSM00027612,"MOSCOW, RS",2014-02-28,31,-0.56
RSM00027612,"MOSCOW, RS",2014-03-01,30,-1.11
RSM00027612,"MOSCOW, RS",2014-03-02,29,-1.67
RSM00027612,"MOSCOW, RS",2014-03-03,33,0.56
RSM00027612,"MOSCOW, RS",2014-03-04,31,-0.56
RSM00027612,"MOSCOW, RS",2014-03-05,35,1.67
RSM00027612,"MOSCOW, RS",2014-03-06,34,1.11
RSM00027612,"MOSCOW, RS",2014-03-07,36,2.22
RSM00027612,"MOSCOW, RS",2014-03-08,41,5.00
RSM00027612,"MOSCOW, RS",2014-03-09,40,4.44
RSM00027612,"MOSCOW, RS",2014-03-10,45,7.22
RSM00027612,"MOSCOW, RS",2014-03-11,43,6.11
RSM00027612,"MOSCOW, RS",2014-03-12,40,4.44
RSM00027612,"MOSCOW, RS",2014-03-13,41,5.00
RSM00027612,"MOSCOW, RS",2014-03-14,42,5.56
RSM00027612,"MOSCOW, RS",2014-03-15,41,5.00
RSM00027612,"MOSCOW, RS",2014-03-16,35,1.67
RSM00027612,"MOSCOW, RS",2014-03-17,29,-1.67
RSM00027612,"MOSCOW, RS",2014-03-18,26,-3.33
RSM00027612,"MOSCOW, RS",2014-03-19,25,-3.89
RSM00027612,"MOSCOW, RS",2014-03-20,22,-5.56
RSM00027612,"MOSCOW, RS",2014-03-21,32,0.00
RSM00027612,"MOSCOW, RS",2014-03-22,47,8.33
RSM00027612,"MOSCOW, RS",2014-03-23,48,8.89
RSM00027612,"MOSCOW, RS",2014-03-24,54,12.22
RSM00027612,"MOSCOW, RS",2014-03-25,53,11.67
RSM00027612,"MOSCOW, RS",2014-03-26,43,6.11
RSM00027612,"MOSCOW, RS",2014-03-27,40,4.44
RSM00027612,"MOSCOW, RS",2014-03-28,33,0.56
RSM00027612,"MOSCOW, RS",2014-03-29,28,-2.22
RSM00027612,"MOSCOW, RS",2014-03-30,38,3.33
RSM00027612,"MOSCOW, RS",2014-03-31,33,0.56
RSM00027612,"MOSCOW, RS",2014-04-01,28,-2.22
RSM00027612,"MOSCOW, RS",2014-04-02,27,-2.78
RSM00027612,"MOSCOW, RS",2014-04-03,32,0.00
RSM00027612,"MOSCOW, RS",2014-04-04,33,0.56
RSM00027612,"MOSCOW, RS",2014-04-05,31,-0.56
RSM00027612,"MOSCOW, RS",2014-04-06,42,5.56
RSM00027612,"MOSCOW, RS",2014-04-07,40,4.44
RSM00027612,"MOSCOW, RS",2014-04-08,38,3.33
RSM00027612,"MOSCOW, RS",2014-04-09,35,1.67
RSM00027612,"MOSCOW, RS",2014-04-10,32,0.00
RSM00027612,"MOSCOW, RS",2014-04-11,37,2.78
RSM00027612,"MOSCOW, RS",2014-04-12,42,5.56
RSM00027612,"MOSCOW, RS",2014-04-13,47,8.33
RSM00027612,"MOSCOW, RS",2014-04-14,41,5.00
RSM00027612,"MOSCOW, RS",2014-04-15,48,8.89
RSM00027612,"MOSCOW, RS",2014-04-16,47,8.33
RSM00027612,"MOSCOW, RS",2014-04-17,45,7.22
RSM00027612,"MOSCOW, RS",2014-04-18,47,8.33
RSM00027612,"MOSCOW, RS",2014-04-19,52,11.11
RSM00027612,"MOSCOW, RS",2014-04-20,55,12.78
RSM00027612,"MOSCOW, RS",2014-04-21,60,15.56
RSM00027612,"MOSCOW, RS",2014-04-22,62,16.67
RSM00027612,"MOSCOW, RS",2014-04-23,54,12.22
RSM00027612,"MOSCOW, RS",2014-04-24,40,4.44
RSM00027612,"MOSCOW, RS",2014-04-25,49,9.44
RSM00027612,"MOSCOW, RS",2014-04-26,44,6.67
RSM00027612,"MOSCOW, RS",2014-04-27,53,11.67
RSM00027612,"MOSCOW, RS",2014-04-28,57,13.89
RSM00027612,"MOSCOW, RS",2014-04-29,57,13.89
RSM00027612,"MOSCOW, RS",2014-04-30,60,15.56
RSM00027612,"MOSCOW, RS",2014-05-01,60,15.56
RSM00027612,"MOSCOW, RS",2014-05-02,54,12.22
RSM00027612,"MOSCOW, RS",2014-05-03,42,5.56
RSM00027612,"MOSCOW, RS",2014-05-04,44,6.67
RSM00027612,"MOSCOW, RS",2014-05-05,42,5.56
RSM00027612,"MOSCOW, RS",2014-05-06,41,5.00
RSM00027612,"MOSCOW, RS",2014-05-07,44,6.67
RSM00027612,"MOSCOW, RS",2014-05-08,60,15.56
RSM00027612,"MOSCOW, RS",2014-05-09,62,16.67
RSM00027612,"MOSCOW, RS",2014-05-10,56,13.33
RSM00027612,"MOSCOW, RS",2014-05-11,55,12.78
RSM00027612,"MOSCOW, RS",2014-05-12,62,16.67
RSM00027612,"MOSCOW, RS",2014-05-13,62,16.67
RSM00027612,"MOSCOW, RS",2014-05-14,58,14.44
RSM00027612,"MOSCOW, RS",2014-05-15,61,16.11
RSM00027612,"MOSCOW, RS",2014-05-16,60,15.56
RSM00027612,"MOSCOW, RS",2014-05-17,59,15.00
RSM00027612,"MOSCOW, RS",2014-05-18,67,19.44
RSM00027612,"MOSCOW, RS",2014-05-19,72,22.22
RSM00027612,"MOSCOW, RS",2014-05-20,73,22.78
RSM00027612,"MOSCOW, RS",2014-05-21,73,22.78
RSM00027612,"MOSCOW, RS",2014-05-22,71,21.67
RSM00027612,"MOSCOW, RS",2014-05-23,69,20.56
RSM00027612,"MOSCOW, RS",2014-05-24,72,22.22
RSM00027612,"MOSCOW, RS",2014-05-25,74,23.33
RSM00027612,"MOSCOW, RS",2014-05-26,73,22.78
RSM00027612,"MOSCOW, RS",2014-05-27,67,19.44
RSM00027612,"MOSCOW, RS",2014-05-28,61,16.11
RSM00027612,"MOSCOW, RS",2014-05-29,57,13.89
RSM00027612,"MOSCOW, RS",2014-05-30,64,17.78
RSM00027612,"MOSCOW, RS",2014-05-31,69,20.56
RSM00027612,"MOSCOW, RS",2014-06-01,70,21.11
RSM00027612,"MOSCOW, RS",2014-06-02,72,22.22
RSM00027612,"MOSCOW, RS",2014-06-03,72,22.22
RSM00027612,"MOSCOW, RS",2014-06-04,72,22.22
