"STATION","NAME","DATE","TAVG"
"RSM00027612","MOSCOW, RS","2013-05-11","69"
"RSM00027612","MOSCOW, RS","2013-05-12","70"
"RSM00027612","MOSCOW, RS","2013-05-13","70"
"RSM00027612","MOSCOW, RS","2013-05-14","73"
"RSM00027612","MOSCOW, RS","2013-05-15","69"
"RSM00027612","MOSCOW, RS","2013-05-16","73"
"RSM00027612","MOSCOW, RS","2013-05-17","69"
"RSM00027612","MOSCOW, RS","2013-05-18","68"
"RSM00027612","MOSCOW, RS","2013-05-19","68"
"RSM00027612","MOSCOW, RS","2013-05-20","67"
"RSM00027612","MOSCOW, RS","2013-05-21","61"
"RSM00027612","MOSCOW, RS","2013-05-22","56"
"RSM00027612","MOSCOW, RS","2013-05-23","58"
"RSM00027612","MOSCOW, RS","2013-05-24","62"
"RSM00027612","MOSCOW, RS","2013-05-25","65"
"RSM00027612","MOSCOW, RS","2013-05-26","61"
"RSM00027612","MOSCOW, RS","2013-05-27","61"
"RSM00027612","MOSCOW, RS","2013-05-28","63"
"RSM00027612","MOSCOW, RS","2013-05-29","62"
"RSM00027612","MOSCOW, RS","2013-05-30","63"
"RSM00027612","MOSCOW, RS","2013-05-31","67"
"RSM00027612","MOSCOW, RS","2013-06-01","69"
"RSM00027612","MOSCOW, RS","2013-06-02","65"
"RSM00027612","MOSCOW, RS","2013-06-03","68"
"RSM00027612","MOSCOW, RS","2013-06-04","68"
"RSM00027612","MOSCOW, RS","2013-06-05","67"
"RSM00027612","MOSCOW, RS","2013-06-06","64"
"RSM00027612","MOSCOW, RS","2013-06-07","61"
"RSM00027612","MOSCOW, RS","2013-06-08","63"
"RSM00027612","MOSCOW, RS","2013-06-09","66"
"RSM00027612","MOSCOW, RS","2013-06-10","68"
"RSM00027612","MOSCOW, RS","2013-06-11","70"
"RSM00027612","MOSCOW, RS","2013-06-12","63"
"RSM00027612","MOSCOW, RS","2013-06-13","63"
"RSM00027612","MOSCOW, RS","2013-06-14","65"
"RSM00027612","MOSCOW, RS","2013-06-15","73"
"RSM00027612","MOSCOW, RS","2013-06-16","70"
"RSM00027612","MOSCOW, RS","2013-06-17","68"
"RSM00027612","MOSCOW, RS","2013-06-18","62"
"RSM00027612","MOSCOW, RS","2013-06-19","64"
"RSM00027612","MOSCOW, RS","2013-06-20","64"
"RSM00027612","MOSCOW, RS","2013-06-21","63"
"RSM00027612","MOSCOW, RS","2013-06-22","59"
"RSM00027612","MOSCOW, RS","2013-06-23","66"
"RSM00027612","MOSCOW, RS","2013-06-24","71"
"RSM00027612","MOSCOW, RS","2013-06-25","71"
"RSM00027612","MOSCOW, RS","2013-06-26","75"
"RSM00027612","MOSCOW, RS","2013-06-27","77"
"RSM00027612","MOSCOW, RS","2013-06-28","77"
"RSM00027612","MOSCOW, RS","2013-06-29","76"
"RSM00027612","MOSCOW, RS","2013-06-30","73"
"RSM00027612","MOSCOW, RS","2013-07-01","70"
"RSM00027612","MOSCOW, RS","2013-07-02","71"
"RSM00027612","MOSCOW, RS","2013-07-03","74"
"RSM00027612","MOSCOW, RS","2013-07-04","76"
"RSM00027612","MOSCOW, RS","2013-07-05","74"
"RSM00027612","MOSCOW, RS","2013-07-06","74"
"RSM00027612","MOSCOW, RS","2013-07-07","69"
"RSM00027612","MOSCOW, RS","2013-07-08","67"
"RSM00027612","MOSCOW, RS","2013-07-09","66"
"RSM00027612","MOSCOW, RS","2013-07-10","66"
"RSM00027612","MOSCOW, RS","2013-07-11","67"
"RSM00027612","MOSCOW, RS","2013-07-12","70"
"RSM00027612","MOSCOW, RS","2013-07-13","70"
"RSM00027612","MOSCOW, RS","2013-07-14","68"
"RSM00027612","MOSCOW, RS","2013-07-15","67"
"RSM00027612","MOSCOW, RS","2013-07-16","66"
"RSM00027612","MOSCOW, RS","2013-07-17","63"
"RSM00027612","MOSCOW, RS","2013-07-18","65"
"RSM00027612","MOSCOW, RS","2013-07-19","65"
"RSM00027612","MOSCOW, RS","2013-07-20","63"
"RSM00027612","MOSCOW, RS","2013-07-21","57"
"RSM00027612","MOSCOW, RS","2013-07-22","57"
"RSM00027612","MOSCOW, RS","2013-07-23","58"
"RSM00027612","MOSCOW, RS","2013-07-24","60"
"RSM00027612","MOSCOW, RS","2013-07-25","62"
"RSM00027612","MOSCOW, RS","2013-07-26","64"
"RSM00027612","MOSCOW, RS","2013-07-27","60"
"RSM00027612","MOSCOW, RS","2013-07-28","63"
"RSM00027612","MOSCOW, RS","2013-07-29","63"
"RSM00027612","MOSCOW, RS","2013-07-30","64"
"RSM00027612","MOSCOW, RS","2013-07-31","65"
"RSM00027612","MOSCOW, RS","2013-08-01","66"
"RSM00027612","MOSCOW, RS","2013-08-02","65"
"RSM00027612","MOSCOW, RS","2013-08-03","66"
"RSM00027612","MOSCOW, RS","2013-08-04","67"
"RSM00027612","MOSCOW, RS","2013-08-05","66"
"RSM00027612","MOSCOW, RS","2013-08-06","69"
"RSM00027612","MOSCOW, RS","2013-08-07","69"
"RSM00027612","MOSCOW, RS","2013-08-08","69"
"RSM00027612","MOSCOW, RS","2013-08-09","71"
"RSM00027612","MOSCOW, RS","2013-08-10","74"
"RSM00027612","MOSCOW, RS","2013-08-11","73"
"RSM00027612","MOSCOW, RS","2013-08-12","67"
"RSM00027612","MOSCOW, RS","2013-08-13","68"
"RSM00027612","MOSCOW, RS","2013-08-14","69"
"RSM00027612","MOSCOW, RS","2013-08-15","65"
"RSM00027612","MOSCOW, RS","2013-08-16","64"
"RSM00027612","MOSCOW, RS","2013-08-17","62"
"RSM00027612","MOSCOW, RS","2013-08-18","64"
"RSM00027612","MOSCOW, RS","2013-08-19","63"
"RSM00027612","MOSCOW, RS","2013-08-20","64"
"RSM00027612","MOSCOW, RS","2013-08-21","69"
"RSM00027612","MOSCOW, RS","2013-08-22","70"
"RSM00027612","MOSCOW, RS","2013-08-23","68"
"RSM00027612","MOSCOW, RS","2013-08-24","58"
"RSM00027612","MOSCOW, RS","2013-08-25","57"
"RSM00027612","MOSCOW, RS","2013-08-26","58"
"RSM00027612","MOSCOW, RS","2013-08-27","54"
"RSM00027612","MOSCOW, RS","2013-08-28","58"
"RSM00027612","MOSCOW, RS","2013-08-29","62"
"RSM00027612","MOSCOW, RS","2013-08-30","59"
"RSM00027612","MOSCOW, RS","2013-08-31","59"
"RSM00027612","MOSCOW, RS","2013-09-01","57"
"RSM00027612","MOSCOW, RS","2013-09-02","59"
"RSM00027612","MOSCOW, RS","2013-09-03","57"
"RSM00027612","MOSCOW, RS","2013-09-04","52"
"RSM00027612","MOSCOW, RS","2013-09-05","47"
"RSM00027612","MOSCOW, RS","2013-09-06","51"
"RSM00027612","MOSCOW, RS","2013-09-07","56"
"RSM00027612","MOSCOW, RS","2013-09-08","56"
"RSM00027612","MOSCOW, RS","2013-09-10","55"
"RSM00027612","MOSCOW, RS","2013-09-11","50"
"RSM00027612","MOSCOW, RS","2013-09-12","50"
"RSM00027612","MOSCOW, RS","2013-09-13","52"
"RSM00027612","MOSCOW, RS","2013-09-14","52"
"RSM00027612","MOSCOW, RS","2013-09-15","53"
"RSM00027612","MOSCOW, RS","2013-09-16","56"
"RSM00027612","MOSCOW, RS","2013-09-17","55"
"RSM00027612","MOSCOW, RS","2013-09-18","57"
"RSM00027612","MOSCOW, RS","2013-09-19","55"
"RSM00027612","MOSCOW, RS","2013-09-20","52"
"RSM00027612","MOSCOW, RS","2013-09-21","51"
"RSM00027612","MOSCOW, RS","2013-09-22","51"
"RSM00027612","MOSCOW, RS","2013-09-23","50"
"RSM00027612","MOSCOW, RS","2013-09-24","47"
"RSM00027612","MOSCOW, RS","2013-09-25","42"
"RSM00027612","MOSCOW, RS","2013-09-26","39"
"RSM00027612","MOSCOW, RS","2013-09-27","40"
"RSM00027612","MOSCOW, RS","2013-09-28","41"
"RSM00027612","MOSCOW, RS","2013-09-29","40"
"RSM00027612","MOSCOW, RS","2013-09-30","35"
"RSM00027612","MOSCOW, RS","2013-10-01","36"
"RSM00027612","MOSCOW, RS","2013-10-02","37"
"RSM00027612","MOSCOW, RS","2013-10-03","35"
"RSM00027612","MOSCOW, RS","2013-10-04","39"
"RSM00027612","MOSCOW, RS","2013-10-05","43"
"RSM00027612","MOSCOW, RS","2013-10-06","47"
"RSM00027612","MOSCOW, RS","2013-10-07","47"
"RSM00027612","MOSCOW, RS","2013-10-08","51"
"RSM00027612","MOSCOW, RS","2013-10-09","53"
"RSM00027612","MOSCOW, RS","2013-10-10","52"
"RSM00027612","MOSCOW, RS","2013-10-11","49"
"RSM00027612","MOSCOW, RS","2013-10-12","48"
"RSM00027612","MOSCOW, RS","2013-10-13","47"
"RSM00027612","MOSCOW, RS","2013-10-14","38"
"RSM00027612","MOSCOW, RS","2013-10-15","43"
"RSM00027612","MOSCOW, RS","2013-10-16","47"
"RSM00027612","MOSCOW, RS","2013-10-17","38"
"RSM00027612","MOSCOW, RS","2013-10-18","41"
"RSM00027612","MOSCOW, RS","2013-10-19","38"
"RSM00027612","MOSCOW, RS","2013-10-20","38"
"RSM00027612","MOSCOW, RS","2013-10-21","35"
"RSM00027612","MOSCOW, RS","2013-10-22","31"
"RSM00027612","MOSCOW, RS","2013-10-23","33"
"RSM00027612","MOSCOW, RS","2013-10-24","42"
"RSM00027612","MOSCOW, RS","2013-10-25","49"
"RSM00027612","MOSCOW, RS","2013-10-26","48"
"RSM00027612","MOSCOW, RS","2013-10-27","50"
"RSM00027612","MOSCOW, RS","2013-10-28","53"
"RSM00027612","MOSCOW, RS","2013-10-29","53"
"RSM00027612","MOSCOW, RS","2013-10-30","50"
"RSM00027612","MOSCOW, RS","2013-10-31","44"
"RSM00027612","MOSCOW, RS","2013-11-01","44"
"RSM00027612","MOSCOW, RS","2013-11-02","43"
"RSM00027612","MOSCOW, RS","2013-11-03","45"
"RSM00027612","MOSCOW, RS","2013-11-04","48"
"RSM00027612","MOSCOW, RS","2013-11-05","45"
"RSM00027612","MOSCOW, RS","2013-11-06","57"
"RSM00027612","MOSCOW, RS","2013-11-07","49"
"RSM00027612","MOSCOW, RS","2013-11-08","41"
"RSM00027612","MOSCOW, RS","2013-11-09","41"
"RSM00027612","MOSCOW, RS","2013-11-10","49"
"RSM00027612","MOSCOW, RS","2013-11-11","47"
"RSM00027612","MOSCOW, RS","2013-11-12","38"
"RSM00027612","MOSCOW, RS","2013-11-13","38"
"RSM00027612","MOSCOW, RS","2013-11-14","36"
"RSM00027612","MOSCOW, RS","2013-11-15","37"
"RSM00027612","MOSCOW, RS","2013-11-16","36"
"RSM00027612","MOSCOW, RS","2013-11-17","42"
"RSM00027612","MOSCOW, RS","2013-11-18","33"
"RSM00027612","MOSCOW, RS","2013-11-19","33"
"RSM00027612","MOSCOW, RS","2013-11-20","35"
"RSM00027612","MOSCOW, RS","2013-11-21","36"
"RSM00027612","MOSCOW, RS","2013-11-22","38"
"RSM00027612","MOSCOW, RS","2013-11-23","39"
"RSM00027612","MOSCOW, RS","2013-11-24","40"
"RSM00027612","MOSCOW, RS","2013-11-25","38"
"RSM00027612","MOSCOW, RS","2013-11-26","33"
"RSM00027612","MOSCOW, RS","2013-11-27","24"
"RSM00027612","MOSCOW, RS","2013-11-28","32"
"RSM00027612","MOSCOW, RS","2013-11-29","32"
"RSM00027612","MOSCOW, RS","2013-11-30","24"
"RSM00027612","MOSCOW, RS","2013-12-01","32"
"RSM00027612","MOSCOW, RS","2013-12-02","29"
"RSM00027612","MOSCOW, RS","2013-12-03","22"
"RSM00027612","MOSCOW, RS","2013-12-04","33"
"RSM00027612","MOSCOW, RS","2013-12-05","30"
"RSM00027612","MOSCOW, RS","2013-12-06","29"
"RSM00027612","MOSCOW, RS","2013-12-07","29"
"RSM00027612","MOSCOW, RS","2013-12-08","26"
"RSM00027612","MOSCOW, RS","2013-12-09","19"
"RSM00027612","MOSCOW, RS","2013-12-10","11"
"RSM00027612","MOSCOW, RS","2013-12-11","12"
"RSM00027612","MOSCOW, RS","2013-12-12","27"
"RSM00027612","MOSCOW, RS","2013-12-13","34"
"RSM00027612","MOSCOW, RS","2013-12-14","25"
"RSM00027612","MOSCOW, RS","2013-12-15","18"
"RSM00027612","MOSCOW, RS","2013-12-16","19"
"RSM00027612","MOSCOW, RS","2013-12-17","33"
"RSM00027612","MOSCOW, RS","2013-12-18","35"
"RSM00027612","MOSCOW, RS","2013-12-19","33"
"RSM00027612","MOSCOW, RS","2013-12-20","29"
"RSM00027612","MOSCOW, RS","2013-12-21","30"
"RSM00027612","MOSCOW, RS","2013-12-22","34"
"RSM00027612","MOSCOW, RS","2013-12-23","35"
"RSM00027612","MOSCOW, RS","2013-12-24","35"
"RSM00027612","MOSCOW, RS","2013-12-25","35"
"RSM00027612","MOSCOW, RS","2013-12-26","34"
"RSM00027612","MOSCOW, RS","2013-12-27","31"
"RSM00027612","MOSCOW, RS","2013-12-28","33"
"RSM00027612","MOSCOW, RS","2013-12-29","35"
"RSM00027612","MOSCOW, RS","2013-12-30","35"
"RSM00027612","MOSCOW, RS","2013-12-31","36"
"RSM00027612","MOSCOW, RS","2014-01-01","33"
"RSM00027612","MOSCOW, RS","2014-01-02","27"
"RSM00027612","MOSCOW, RS","2014-01-03","28"
"RSM00027612","MOSCOW, RS","2014-01-04","29"
"RSM00027612","MOSCOW, RS","2014-01-05","33"
"RSM00027612","MOSCOW, RS","2014-01-06","33"
"RSM00027612","MOSCOW, RS","2014-01-07","34"
"RSM00027612","MOSCOW, RS","2014-01-08","36"
"RSM00027612","MOSCOW, RS","2014-01-09","37"
"RSM00027612","MOSCOW, RS","2014-01-10","38"
"RSM00027612","MOSCOW, RS","2014-01-11","34"
"RSM00027612","MOSCOW, RS","2014-01-12","32"
"RSM00027612","MOSCOW, RS","2014-01-13","24"
"RSM00027612","MOSCOW, RS","2014-01-14","15"
"RSM00027612","MOSCOW, RS","2014-01-15","13"
"RSM00027612","MOSCOW, RS","2014-01-16","15"
"RSM00027612","MOSCOW, RS","2014-01-17","8"
"RSM00027612","MOSCOW, RS","2014-01-18","3"
"RSM00027612","MOSCOW, RS","2014-01-19","-1"
"RSM00027612","MOSCOW, RS","2014-01-20","8"
"RSM00027612","MOSCOW, RS","2014-01-21","4"
"RSM00027612","MOSCOW, RS","2014-01-22","0"
"RSM00027612","MOSCOW, RS","2014-01-23","2"
"RSM00027612","MOSCOW, RS","2014-01-24","4"
"RSM00027612","MOSCOW, RS","2014-01-25","5"
"RSM00027612","MOSCOW, RS","2014-01-26","8"
"RSM00027612","MOSCOW, RS","2014-01-27","11"
"RSM00027612","MOSCOW, RS","2014-01-28","4"
"RSM00027612","MOSCOW, RS","2014-01-29","-4"
"RSM00027612","MOSCOW, RS","2014-01-30","-5"
"RSM00027612","MOSCOW, RS","2014-01-31","0"
"RSM00027612","MOSCOW, RS","2014-02-01","9"
"RSM00027612","MOSCOW, RS","2014-02-02","17"
"RSM00027612","MOSCOW, RS","2014-02-03","18"
"RSM00027612","MOSCOW, RS","2014-02-04","25"
"RSM00027612","MOSCOW, RS","2014-02-05","26"
"RSM00027612","MOSCOW, RS","2014-02-06","22"
"RSM00027612","MOSCOW, RS","2014-02-07","22"
"RSM00027612","MOSCOW, RS","2014-02-08","29"
"RSM00027612","MOSCOW, RS","2014-02-09","32"
"RSM00027612","MOSCOW, RS","2014-02-10","26"
"RSM00027612","MOSCOW, RS","2014-02-11","24"
"RSM00027612","MOSCOW, RS","2014-02-12","32"
"RSM00027612","MOSCOW, RS","2014-02-13","35"
"RSM00027612","MOSCOW, RS","2014-02-14","37"
"RSM00027612","MOSCOW, RS","2014-02-15","36"
"RSM00027612","MOSCOW, RS","2014-02-16","35"
"RSM00027612","MOSCOW, RS","2014-02-17","34"
"RSM00027612","MOSCOW, RS","2014-02-18","35"
"RSM00027612","MOSCOW, RS","2014-02-19","33"
"RSM00027612","MOSCOW, RS","2014-02-20","31"
"RSM00027612","MOSCOW, RS","2014-02-21","26"
"RSM00027612","MOSCOW, RS","2014-02-22","29"
"RSM00027612","MOSCOW, RS","2014-02-23","35"
"RSM00027612","MOSCOW, RS","2014-02-24","35"
"RSM00027612","MOSCOW, RS","2014-02-25","34"
"RSM00027612","MOSCOW, RS","2014-02-26","30"
"RSM00027612","MOSCOW, RS","2014-02-27","30"
"RSM00027612","MOSCOW, RS","2014-02-28","31"
"RSM00027612","MOSCOW, RS","2014-03-01","30"
"RSM00027612","MOSCOW, RS","2014-03-02","29"
"RSM00027612","MOSCOW, RS","2014-03-03","33"
"RSM00027612","MOSCOW, RS","2014-03-04","31"
"RSM00027612","MOSCOW, RS","2014-03-05","35"
"RSM00027612","MOSCOW, RS","2014-03-06","34"
"RSM00027612","MOSCOW, RS","2014-03-07","36"
"RSM00027612","MOSCOW, RS","2014-03-08","41"
"RSM00027612","MOSCOW, RS","2014-03-09","40"
"RSM00027612","MOSCOW, RS","2014-03-10","45"
"RSM00027612","MOSCOW, RS","2014-03-11","43"
"RSM00027612","MOSCOW, RS","2014-03-12","40"
"RSM00027612","MOSCOW, RS","2014-03-13","41"
"RSM00027612","MOSCOW, RS","2014-03-14","42"
"RSM00027612","MOSCOW, RS","2014-03-15","41"
"RSM00027612","MOSCOW, RS","2014-03-16","35"
"RSM00027612","MOSCOW, RS","2014-03-17","29"
"RSM00027612","MOSCOW, RS","2014-03-18","26"
"RSM00027612","MOSCOW, RS","2014-03-19","25"
"RSM00027612","MOSCOW, RS","2014-03-20","22"
"RSM00027612","MOSCOW, RS","2014-03-21","32"
"RSM00027612","MOSCOW, RS","2014-03-22","47"
"RSM00027612","MOSCOW, RS","2014-03-23","48"
"RSM00027612","MOSCOW, RS","2014-03-24","54"
"RSM00027612","MOSCOW, RS","2014-03-25","53"
"RSM00027612","MOSCOW, RS","2014-03-26","43"
"RSM00027612","MOSCOW, RS","2014-03-27","40"
"RSM00027612","MOSCOW, RS","2014-03-28","33"
"RSM00027612","MOSCOW, RS","2014-03-29","28"
"RSM00027612","MOSCOW, RS","2014-03-30","38"
"RSM00027612","MOSCOW, RS","2014-03-31","33"
"RSM00027612","MOSCOW, RS","2014-04-01","28"
"RSM00027612","MOSCOW, RS","2014-04-02","27"
"RSM00027612","MOSCOW, RS","2014-04-03","32"
"RSM00027612","MOSCOW, RS","2014-04-04","33"
"RSM00027612","MOSCOW, RS","2014-04-05","31"
"RSM00027612","MOSCOW, RS","2014-04-06","42"
"RSM00027612","MOSCOW, RS","2014-04-07","40"
"RSM00027612","MOSCOW, RS","2014-04-08","38"
"RSM00027612","MOSCOW, RS","2014-04-09","35"
"RSM00027612","MOSCOW, RS","2014-04-10","32"
"RSM00027612","MOSCOW, RS","2014-04-11","37"
"RSM00027612","MOSCOW, RS","2014-04-12","42"
"RSM00027612","MOSCOW, RS","2014-04-13","47"
"RSM00027612","MOSCOW, RS","2014-04-14","41"
"RSM00027612","MOSCOW, RS","2014-04-15","48"
"RSM00027612","MOSCOW, RS","2014-04-16","47"
"RSM00027612","MOSCOW, RS","2014-04-17","45"
"RSM00027612","MOSCOW, RS","2014-04-18","47"
"RSM00027612","MOSCOW, RS","2014-04-19","52"
"RSM00027612","MOSCOW, RS","2014-04-20","55"
"RSM00027612","MOSCOW, RS","2014-04-21","60"
"RSM00027612","MOSCOW, RS","2014-04-22","62"
"RSM00027612","MOSCOW, RS","2014-04-23","54"
"RSM00027612","MOSCOW, RS","2014-04-24","40"
"RSM00027612","MOSCOW, RS","2014-04-25","49"
"RSM00027612","MOSCOW, RS","2014-04-26","44"
"RSM00027612","MOSCOW, RS","2014-04-27","53"
"RSM00027612","MOSCOW, RS","2014-04-28","57"
"RSM00027612","MOSCOW, RS","2014-04-29","57"
"RSM00027612","MOSCOW, RS","2014-04-30","60"
"RSM00027612","MOSCOW, RS","2014-05-01","60"
"RSM00027612","MOSCOW, RS","2014-05-02","54"
"RSM00027612","MOSCOW, RS","2014-05-03","42"
"RSM00027612","MOSCOW, RS","2014-05-04","44"
"RSM00027612","MOSCOW, RS","2014-05-05","42"
"RSM00027612","MOSCOW, RS","2014-05-06","41"
"RSM00027612","MOSCOW, RS","2014-05-07","44"
"RSM00027612","MOSCOW, RS","2014-05-08","60"
"RSM00027612","MOSCOW, RS","2014-05-09","62"
"RSM00027612","MOSCOW, RS","2014-05-10","56"
"RSM00027612","MOSCOW, RS","2014-05-11","55"
"RSM00027612","MOSCOW, RS","2014-05-12","62"
"RSM00027612","MOSCOW, RS","2014-05-13","62"
"RSM00027612","MOSCOW, RS","2014-05-14","58"
"RSM00027612","MOSCOW, RS","2014-05-15","61"
"RSM00027612","MOSCOW, RS","2014-05-16","60"
"RSM00027612","MOSCOW, RS","2014-05-17","59"
"RSM00027612","MOSCOW, RS","2014-05-18","67"
"RSM00027612","MOSCOW, RS","2014-05-19","72"
"RSM00027612","MOSCOW, RS","2014-05-20","73"
"RSM00027612","MOSCOW, RS","2014-05-21","73"
"RSM00027612","MOSCOW, RS","2014-05-22","71"
"RSM00027612","MOSCOW, RS","2014-05-23","69"
"RSM00027612","MOSCOW, RS","2014-05-24","72"
"RSM00027612","MOSCOW, RS","2014-05-25","74"
"RSM00027612","MOSCOW, RS","2014-05-26","73"
"RSM00027612","MOSCOW, RS","2014-05-27","67"
"RSM00027612","MOSCOW, RS","2014-05-28","61"
"RSM00027612","MOSCOW, RS","2014-05-29","57"
"RSM00027612","MOSCOW, RS","2014-05-30","64"
"RSM00027612","MOSCOW, RS","2014-05-31","69"
"RSM00027612","MOSCOW, RS","2014-06-01","70"
"RSM00027612","MOSCOW, RS","2014-06-02","72"
"RSM00027612","MOSCOW, RS","2014-06-03","72"
"RSM00027612","MOSCOW, RS","2014-06-04","72"
"RSM00027612","MOSCOW, RS","2014-06-05","74"
"RSM00027612","MOSCOW, RS","2014-06-06","74"
"RSM00027612","MOSCOW, RS","2014-06-07","70"
"RSM00027612","MOSCOW, RS","2014-06-08","71"
"RSM00027612","MOSCOW, RS","2014-06-09","63"
"RSM00027612","MOSCOW, RS","2014-06-10","59"
"RSM00027612","MOSCOW, RS","2014-06-11","61"
"RSM00027612","MOSCOW, RS","2014-06-12","60"
"RSM00027612","MOSCOW, RS","2014-06-13","57"
"RSM00027612","MOSCOW, RS","2014-06-14","58"
"RSM00027612","MOSCOW, RS","2014-06-15","54"
"RSM00027612","MOSCOW, RS","2014-06-16","53"
"RSM00027612","MOSCOW, RS","2014-06-17","55"
"RSM00027612","MOSCOW, RS","2014-06-18","49"
"RSM00027612","MOSCOW, RS","2014-06-19","55"
"RSM00027612","MOSCOW, RS","2014-06-20","62"
"RSM00027612","MOSCOW, RS","2014-06-21","63"
"RSM00027612","MOSCOW, RS","2014-06-22","56"
"RSM00027612","MOSCOW, RS","2014-06-23","54"
"RSM00027612","MOSCOW, RS","2014-06-24","54"
"RSM00027612","MOSCOW, RS","2014-06-25","56"
"RSM00027612","MOSCOW, RS","2014-06-26","56"
"RSM00027612","MOSCOW, RS","2014-06-27","55"
"RSM00027612","MOSCOW, RS","2014-06-28","49"
"RSM00027612","MOSCOW, RS","2014-06-29","57"
"RSM00027612","MOSCOW, RS","2014-06-30","68"
"RSM00027612","MOSCOW, RS","2014-07-01","74"
"RSM00027612","MOSCOW, RS","2014-07-02","70"
"RSM00027612","MOSCOW, RS","2014-07-03","67"
"RSM00027612","MOSCOW, RS","2014-07-04","65"
"RSM00027612","MOSCOW, RS","2014-07-05","66"
"RSM00027612","MOSCOW, RS","2014-07-07","70"
"RSM00027612","MOSCOW, RS","2014-07-08","71"
"RSM00027612","MOSCOW, RS","2014-07-09","70"
"RSM00027612","MOSCOW, RS","2014-07-10","56"
"RSM00027612","MOSCOW, RS","2014-07-12","68"
"RSM00027612","MOSCOW, RS","2014-07-18","69"
"RSM00027612","MOSCOW, RS","2014-07-19","66"
"RSM00027612","MOSCOW, RS","2014-07-20","71"
"RSM00027612","MOSCOW, RS","2014-07-21","69"
"RSM00027612","MOSCOW, RS","2014-07-22","66"
"RSM00027612","MOSCOW, RS","2014-07-23","68"
"RSM00027612","MOSCOW, RS","2014-07-24","69"
"RSM00027612","MOSCOW, RS","2014-07-25","68"
"RSM00027612","MOSCOW, RS","2014-07-26","72"
"RSM00027612","MOSCOW, RS","2014-07-27","72"
"RSM00027612","MOSCOW, RS","2014-07-28","76"
"RSM00027612","MOSCOW, RS","2014-07-30","81"
"RSM00027612","MOSCOW, RS","2014-08-01","76"
"RSM00027612","MOSCOW, RS","2014-08-02","75"
"RSM00027612","MOSCOW, RS","2014-08-03","76"
"RSM00027612","MOSCOW, RS","2014-08-04","74"
"RSM00027612","MOSCOW, RS","2014-08-05","75"
"RSM00027612","MOSCOW, RS","2014-08-06","79"
"RSM00027612","MOSCOW, RS","2014-08-07","66"
"RSM00027612","MOSCOW, RS","2014-08-08","63"
"RSM00027612","MOSCOW, RS","2014-08-09","71"
"RSM00027612","MOSCOW, RS","2014-08-10","74"
"RSM00027612","MOSCOW, RS","2014-08-11","75"
"RSM00027612","MOSCOW, RS","2014-08-13","66"
"RSM00027612","MOSCOW, RS","2014-08-14","66"
"RSM00027612","MOSCOW, RS","2014-08-15","71"
"RSM00027612","MOSCOW, RS","2014-08-16","63"
"RSM00027612","MOSCOW, RS","2014-08-17","62"
"RSM00027612","MOSCOW, RS","2014-08-18","63"
"RSM00027612","MOSCOW, RS","2014-08-19","66"
"RSM00027612","MOSCOW, RS","2014-08-20","69"
"RSM00027612","MOSCOW, RS","2014-08-21","69"
"RSM00027612","MOSCOW, RS","2014-08-22","62"
"RSM00027612","MOSCOW, RS","2014-08-23","59"
"RSM00027612","MOSCOW, RS","2014-08-24","64"
"RSM00027612","MOSCOW, RS","2014-08-25","61"
"RSM00027612","MOSCOW, RS","2014-08-26","59"
"RSM00027612","MOSCOW, RS","2014-08-27","54"
"RSM00027612","MOSCOW, RS","2014-08-28","57"
"RSM00027612","MOSCOW, RS","2014-08-29","56"
"RSM00027612","MOSCOW, RS","2014-08-30","53"
"RSM00027612","MOSCOW, RS","2014-08-31","53"
"RSM00027612","MOSCOW, RS","2014-09-01","56"
"RSM00027612","MOSCOW, RS","2014-09-02","58"
"RSM00027612","MOSCOW, RS","2014-09-03","53"
"RSM00027612","MOSCOW, RS","2014-09-04","56"
"RSM00027612","MOSCOW, RS","2014-09-05","58"
"RSM00027612","MOSCOW, RS","2014-09-06","59"
"RSM00027612","MOSCOW, RS","2014-09-07","60"
"RSM00027612","MOSCOW, RS","2014-09-08","60"
"RSM00027612","MOSCOW, RS","2014-09-09","60"
"RSM00027612","MOSCOW, RS","2014-09-10","58"
"RSM00027612","MOSCOW, RS","2014-09-11","65"
"RSM00027612","MOSCOW, RS","2014-09-12","63"
"RSM00027612","MOSCOW, RS","2014-09-15","53"
"RSM00027612","MOSCOW, RS","2014-09-16","51"
"RSM00027612","MOSCOW, RS","2014-09-17","47"
"RSM00027612","MOSCOW, RS","2014-09-19","53"
"RSM00027612","MOSCOW, RS","2014-09-21","53"
"RSM00027612","MOSCOW, RS","2014-09-23","58"
"RSM00027612","MOSCOW, RS","2014-09-24","47"
"RSM00027612","MOSCOW, RS","2014-09-26","48"
"RSM00027612","MOSCOW, RS","2014-09-28","52"
"RSM00027612","MOSCOW, RS","2014-09-29","53"
"RSM00027612","MOSCOW, RS","2014-09-30","50"
"RSM00027612","MOSCOW, RS","2014-10-01","41"
"RSM00027612","MOSCOW, RS","2014-10-02","42"
"RSM00027612","MOSCOW, RS","2014-10-03","43"
"RSM00027612","MOSCOW, RS","2014-10-04","44"
"RSM00027612","MOSCOW, RS","2014-10-05","40"
"RSM00027612","MOSCOW, RS","2014-10-06","40"
"RSM00027612","MOSCOW, RS","2014-10-07","33"
"RSM00027612","MOSCOW, RS","2014-10-09","48"
"RSM00027612","MOSCOW, RS","2014-10-10","55"
