1,1,4,4,6,5,6,6,5,5,6,5
1,1,1,1,4,3,3,4,3,2,3,2
1,1,1,1,1,2,2,1,1,2,2,1
1,1,1,1,2,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1
